#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000951      0.004618     0.003171     0.002318     0.026547     11989.332513
0.000951      0.024099     0.010555     0.000000     0.075600     11926.212368
0.000930      0.021905     0.011579     0.000000     0.080711     11698.476802
0.000937      0.020310     0.011250     0.000000     0.079776     9529.591797
0.000943      0.019022     0.010972     0.000000     0.079310     6905.426973
0.000949      0.017960     0.010739     0.000000     0.079256     7016.638315
0.000954      0.017057     0.010539     0.000000     0.079557     4798.664045
0.000958      0.016276     0.010366     0.000000     0.080192     4486.223831
0.000962      0.015592     0.010215     0.000000     0.081151     4806.698314
0.000966      0.014985     0.010084     0.000000     0.082435     4408.404744
0.000969      0.014443     0.009969     0.000000     0.084054     3945.607466
0.000972      0.013955     0.009868     0.000000     0.086021     3418.553137
0.000974      0.013512     0.009778     0.000000     0.088358     2100.510473
0.000977      0.013110     0.009699     0.000000     0.091092     1654.447895
0.000979      0.012743     0.009628     0.000000     0.094256     2468.575491
0.000981      0.012407     0.009565     0.000000     0.097891     2399.525028
0.000983      0.012100     0.009508     0.000000     0.102042     2301.661003
0.000984      0.011817     0.009457     0.000000     0.106766     2136.157416
0.000986      0.011559     0.009411     0.000000     0.112125     1884.219413
0.000987      0.011321     0.009370     0.000000     0.112434     1633.392622
0.000988      0.011104     0.009332     0.000000     0.111987     415.792967
0.000989      0.010905     0.009299     0.000000     0.111584     1141.027714
0.000990      0.010724     0.009269     0.000000     0.111222     1385.260053
0.000991      0.010559     0.009241     0.000000     0.110897     1432.941405
0.000992      0.010409     0.009217     0.000000     0.110607     1426.331893
0.000993      0.010274     0.009196     0.000000     0.110353     1378.745947
0.000994      0.010126     0.009156     0.000000     0.109867     1298.326336
0.000000      0.000000     0.000000     0.000000     0.000000     1166.587690
0.000000      0.000000     0.000000     0.000000     0.000000     1026.346318
0.000000      0.000000     0.000000     0.000000     0.000000     187.065474
0.000000      0.000000     0.000000     0.000000     0.000000     990.720086
0.000000      0.000000     0.000000     0.000000     0.000000     1041.172676
0.000000      0.000000     0.000000     0.000000     0.000000     1106.930776
0.000000      0.000000     0.000000     0.000000     0.000000     1126.026119
0.000000      0.000000     0.000000     0.000000     0.000000     1125.824266
0.000000      0.000000     0.000000     0.000000     0.000000     1097.136379
0.000000      0.000000     0.000000     0.000000     0.000000     1050.606712
0.000000      0.000000     0.000000     0.000000     0.000000     987.914836
0.000000      0.000000     0.000000     0.000000     0.000000     687.075203
0.000000      0.000000     0.000000     0.000000     0.000000     681.571522
0.000000      0.000000     0.000000     0.000000     0.000000     989.271467
0.000000      0.000000     0.000000     0.000000     0.000000     1052.318608
0.000000      0.000000     0.000000     0.000000     0.000000     1103.941971
0.000000      0.000000     0.000000     0.000000     0.000000     1133.750291
0.000000      0.000000     0.000000     0.000000     0.000000     1151.360294
0.000000      0.000000     0.000000     0.000000     0.000000     1158.634114
0.000000      0.000000     0.000000     0.000000     0.000000     1155.889717
0.000000      0.000000     0.000000     0.000000     0.000000     1142.614853
0.000000      0.000000     0.000000     0.000000     0.000000     1106.274938
0.000000      0.000000     0.000000     0.000000     0.000000     1080.494302
0.000000      0.000000     0.000000     0.000000     0.000000     662.554249
0.000000      0.000000     0.000000     0.000000     0.000000     1177.595866
0.000000      0.000000     0.000000     0.000000     0.000000     1189.749720
0.000000      0.000000     0.000000     0.000000     0.000000     1251.176153
0.000000      0.000000     0.000000     0.000000     0.000000     1298.572738
0.000000      0.000000     0.000000     0.000000     0.000000     1330.581157
0.000000      0.000000     0.000000     0.000000     0.000000     1366.699085
0.000000      0.000000     0.000000     0.000000     0.000000     1389.897962
0.000000      0.000000     0.000000     0.000000     0.000000     1419.734283
0.000000      0.000000     0.000000     0.000000     0.000000     1438.426457
0.000000      0.000000     0.000000     0.000000     0.000000     1464.745614
0.000000      0.000000     0.000000     0.000000     0.000000     1480.904671
0.000000      0.000000     0.000000     0.000000     0.000000     1505.150551
0.000000      0.000000     0.000000     0.000000     0.000000     1519.868977
0.000000      0.000000     0.000000     0.000000     0.000000     1542.915305
0.000000      0.000000     0.000000     0.000000     0.000000     1556.901734
0.000000      0.000000     0.000000     0.000000     0.000000     1579.318618
0.000000      0.000000     0.000000     0.000000     0.000000     1592.971047
0.000000      0.000000     0.000000     0.000000     0.000000     1614.926036
0.000000      0.000000     0.000000     0.000000     0.000000     1627.909000
0.000000      0.000000     0.000000     0.000000     0.000000     1648.620254
0.000000      0.000000     0.000000     0.000000     0.000000     1654.816799
0.000000      0.000000     0.000000     0.000000     0.000000     1681.390501
0.000000      0.000000     0.000000     0.000000     0.000000     1514.212540
0.000000      0.000000     0.000000     0.000000     0.000000     1820.542332
0.000000      0.000000     0.000000     0.000000     0.000000     2179.751945
0.000000      0.000000     0.000000     0.000000     0.000000     1904.204608
0.000000      0.000000     0.000000     0.000000     0.000000     1904.295484
0.000000      0.000000     0.000000     0.000000     0.000000     1898.886955
0.000000      0.000000     0.000000     0.000000     0.000000     1903.143589
0.000000      0.000000     0.000000     0.000000     0.000000     1919.550596
0.000000      0.000000     0.000000     0.000000     0.000000     1939.848674
0.000000      0.000000     0.000000     0.000000     0.000000     1965.301556
0.000000      0.000000     0.000000     0.000000     0.000000     1995.728450
0.000000      0.000000     0.000000     0.000000     0.000000     2031.556268
0.000000      0.000000     0.000000     0.000000     0.000000     2073.520873
0.000000      0.000000     0.000000     0.000000     0.000000     2122.785827
0.000000      0.000000     0.000000     0.000000     0.000000     2181.098743
0.000000      0.000000     0.000000     0.000000     0.000000     2251.180161
0.000000      0.000000     0.000000     0.000000     0.000000     2336.783256
0.000000      0.000000     0.000000     0.000000     0.000000     2447.850817
0.000000      0.000000     0.000000     0.000000     0.000000     2590.393170
0.000000      0.000000     0.000000     0.000000     0.000000     2942.108845
0.000000      0.000000     0.000000     0.000000     0.000000     3351.574932
0.000000      0.000000     0.000000     0.000000     0.000000     2749.079730
0.000000      0.000000     0.000000     0.000000     0.000000     2700.764788
0.000000      0.000000     0.000000     0.000000     0.000000     2678.233472
0.000000      0.000000     0.000000     0.000000     0.000000     2859.745529
