# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
78	0.660714	0.001131869366
78	0.696429	0.001026518359
78	0.732143	0.001032561284
78	0.767857	0.001076129844
78	0.803571	0
78	0.839286	0
78	0.875	0
78	0.910714	0
78	0.946429	0

80	0.267857	0.0005620597368
80	0.303571	0.0008896577012
80	0.339286	0.001173776196
80	0.375	0.001404933251
80	0.410714	0.001557737691
80	0.446429	0.001659537523
80	0.482143	0.001695236681
80	0.517857	0.001575213432
80	0.553571	0.001473121107
80	0.589286	0.001326561907
80	0.625	0.001152006614
80	0.660714	0.001131869366
80	0.696429	0.001026518359
80	0.732143	0.001032561284
80	0.767857	0.001076129844
80	0.803571	0
80	0.839286	0
80	0.875	0
80	0.910714	0
80	0.946429	0

82	0.267857	0.0005620597368
82	0.303571	0.0008896577012
82	0.339286	0.001173776196
82	0.375	0.001404933251
82	0.410714	0.001557737691
82	0.446429	0.001659537523
82	0.482143	0.001695236681
82	0.517857	0.001575213432
82	0.553571	0.001473121107
82	0.589286	0.001326561907
82	0.625	0.001152006614
82	0.660714	0.001131869366
82	0.696429	0.001026518359
82	0.732143	0.001032561284
82	0.767857	0.001076129844
82	0.803571	0
82	0.839286	0
82	0.875	0
82	0.910714	0
82	0.946429	0

84	0.267857	0.0005620597368
84	0.303571	0.0008896577012
84	0.339286	0.001173776196
84	0.375	0.001404933251
84	0.410714	0.001557737691
84	0.446429	0.001659537523
84	0.482143	0.001695236681
84	0.517857	0.001575213432
84	0.553571	0.001473121107
84	0.589286	0.001326561907
84	0.625	0.001152006614
84	0.660714	0.001131869366
84	0.696429	0.001026518359
84	0.732143	0.001032561284
84	0.767857	0.001076129844
84	0.803571	0
84	0.839286	0
84	0.875	0
84	0.910714	0
84	0.946429	0

86	0.267857	0.0005620597368
86	0.303571	0.0008896577012
86	0.339286	0.001173776196
86	0.375	0.001404933251
86	0.410714	0.001557737691
86	0.446429	0.001659537523
86	0.482143	0.001695236681
86	0.517857	0.001575213432
