#BB acoustic spectrum: f [Hz]        Spp [Pa^2/Hz]      Spp_u [Pa^2/Hz]     Spp_l [Pa^2/Hz]
1.7150000000e+03     5.3305209808e-10    1.9930057779e-10    3.3375152030e-10
1.7200000000e+03     1.9867951582e-08    1.6010159934e-08    3.8577916471e-09
1.7250000000e+03     4.0057517966e-10    9.1241683229e-11    3.0933349643e-10
1.7300000000e+03     1.4592373423e-08    9.9819994917e-11    1.4492553429e-08
1.7350000000e+03     4.2627340144e-10    1.6899483227e-10    2.5727856917e-10
1.7400000000e+03     2.0866548280e-09    2.8918925739e-10    1.7974655706e-09
1.7450000000e+03     4.9770524497e-10    1.7230674621e-10    3.2539849876e-10
1.7500000000e+03     9.3851289409e-10    6.1551795444e-10    3.2299493964e-10
1.7550000000e+03     3.0094224469e-09    2.2688579083e-09    7.4056453868e-10
1.7600000000e+03     2.7957096832e-09    1.8239128096e-09    9.7179687361e-10
1.7650000000e+03     6.9944961547e-10    1.1523688785e-10    5.8421272762e-10
1.7700000000e+03     9.7915863532e-10    4.9182508336e-10    4.8733355196e-10
1.7750000000e+03     8.5050067676e-10    1.0065521901e-10    7.4984545775e-10
1.7800000000e+03     6.9763452047e-10    5.8328180824e-11    6.3930633965e-10
1.7850000000e+03     5.8481344268e-10    8.2533361820e-11    5.0228008086e-10
1.7900000000e+03     4.5918807578e-09    3.0753787515e-09    1.5165020063e-09
1.7950000000e+03     9.5341422780e-10    1.5318885328e-10    8.0022537452e-10
1.8000000000e+03     5.3352988690e-06    4.1097230257e-06    1.2255758433e-06
1.8050000000e+03     9.6622800641e-10    4.2298833950e-10    5.4323966691e-10
1.8100000000e+03     4.4983600355e-09    1.7559545389e-09    2.7424054966e-09
1.8150000000e+03     1.9777924148e-09    7.8712132653e-11    1.8990802821e-09
1.8200000000e+03     1.9776642072e-08    4.6420918493e-11    1.9730221153e-08
1.8250000000e+03     5.1200650047e-08    3.7788630096e-11    5.1162861417e-08
1.8300000000e+03     2.2611169578e-10    3.4512175545e-11    1.9159952024e-10
1.8350000000e+03     2.1309366231e-09    3.4373859396e-11    2.0965627637e-09
1.8400000000e+03     2.0092056517e-10    3.5499722865e-11    1.6542084231e-10
1.8450000000e+03     2.1901140167e-10    4.0798612193e-11    1.7821278948e-10
1.8500000000e+03     2.5126982295e-10    7.6494272388e-11    1.7477555056e-10
1.8550000000e+03     1.0621139361e-09    5.5528789770e-10    5.0682603839e-10
1.8600000000e+03     5.7867613277e-09    4.4937574014e-09    1.2930039263e-09
1.8650000000e+03     7.2520239449e-10    2.1630487334e-10    5.0889752115e-10
1.8700000000e+03     1.0492123908e-09    3.1667874823e-10    7.3253364261e-10
1.8750000000e+03     3.2822725143e-10    7.9005776938e-11    2.4922147449e-10
1.8800000000e+03     9.7444534914e-10    5.5641252913e-10    4.1803282001e-10
1.8850000000e+03     2.3950926574e-10    6.5098656773e-11    1.7441060896e-10
1.8900000000e+03     4.3177146077e-10    2.2581762438e-10    2.0595383639e-10
1.8950000000e+03     3.7261897494e-10    1.5681216785e-10    2.1580680709e-10
1.9000000000e+03     7.1297380798e-09    5.1424538617e-11    7.0783135412e-09
1.9050000000e+03     1.9677670330e-10    5.1805859275e-11    1.4497084403e-10
1.9100000000e+03     4.3662877683e-10    1.2791071373e-10    3.0871806310e-10
1.9150000000e+03     1.7902436301e-09    4.9988896965e-10    1.2903546604e-09
1.9200000000e+03     1.9316284735e-10    5.8474995932e-11    1.3468785142e-10
1.9250000000e+03     2.5916350315e-10    4.1308820425e-11    2.1785468273e-10
1.9300000000e+03     1.1786805204e-09    3.9965797701e-11    1.1387147227e-09
1.9350000000e+03     2.6246737082e-09    4.5450880599e-11    2.5792228276e-09
1.9400000000e+03     5.1470932313e-08    7.2673853900e-11    5.1398258459e-08
1.9450000000e+03     1.0723518610e-09    6.4359310914e-10    4.2875875185e-10
1.9500000000e+03     5.2690176125e-10    2.3316482507e-10    2.9373693618e-10
1.9550000000e+03     9.6124288556e-10    6.2268593336e-11    8.9897429223e-10
1.9600000000e+03     6.7351293327e-10    4.8947886965e-11    6.2456504630e-10
1.9650000000e+03     2.9601539827e-10    5.5864969124e-11    2.4015042914e-10
1.9700000000e+03     3.2588374575e-10    1.1777929395e-10    2.0810445180e-10
1.9750000000e+03     1.4996530992e-08    1.1111211057e-08    3.8853199351e-09
1.9800000000e+03     1.4290451205e-08    2.4700787865e-10    1.4043443326e-08
1.9850000000e+03     8.3932221285e-09    7.5078796649e-11    8.3181433318e-09
1.9900000000e+03     5.7464034517e-10    1.6806722678e-10    4.0657311839e-10
1.9950000000e+03     8.0742412361e-10    3.2545012688e-10    4.8197399674e-10
2.0000000000e+03     1.8746093569e-08    9.7274799242e-11    1.8648818770e-08
2.0050000000e+03     5.9448441916e-10    6.0712929417e-11    5.3377148974e-10
2.0100000000e+03     7.6366977330e-10    4.4467519599e-10    3.1899457732e-10
2.0150000000e+03     2.8676802397e-10    1.2113813890e-10    1.6562988507e-10
2.0200000000e+03     1.1033649004e-09    7.5998597285e-10    3.4337892750e-10
2.0250000000e+03     2.3080637624e-10    7.3533092767e-11    1.5727328347e-10
2.0300000000e+03     4.6901587578e-10    4.3344056858e-11    4.2567181892e-10
2.0350000000e+03     2.2061832401e-10    4.1079674865e-11    1.7953864915e-10
2.0400000000e+03     3.4066682546e-09    7.0066046605e-11    3.3366022079e-09
2.0450000000e+03     3.4146635659e-09    7.8200239609e-11    3.3364633263e-09
2.0500000000e+03     3.9043510755e-08    4.0280158526e-10    3.8640709169e-08
2.0550000000e+03     2.7781931647e-09    6.2710394314e-11    2.7154827703e-09
2.0600000000e+03     1.0964811685e-09    7.1842958206e-10    3.7805158644e-10
2.0650000000e+03     3.6893926869e-10    1.0266678419e-10    2.6627248450e-10
2.0700000000e+03     3.1978950861e-10    8.4167119100e-11    2.3562238951e-10
2.0750000000e+03     1.5681198993e-09    1.7666179335e-10    1.3914581059e-09
2.0800000000e+03     6.8153545306e-09    9.6978837214e-10    5.8455661585e-09
2.0850000000e+03     3.1153302988e-10    1.2484593299e-10    1.8668709689e-10
2.0900000000e+03     1.2470413324e-09    7.5476909545e-10    4.9227223692e-10
2.0950000000e+03     1.1623988279e-08    8.9085895323e-09    2.7153987469e-09
2.1000000000e+03     3.2407949593e-10    1.4883632682e-10    1.7524316911e-10
2.1050000000e+03     2.2837867026e-10    7.4784317421e-11    1.5359435284e-10
2.1100000000e+03     2.7825758256e-09    1.0222675347e-09    1.7603082910e-09
2.1150000000e+03     1.0602984148e-09    6.9832935588e-10    3.6196905894e-10
2.1200000000e+03     3.2735502597e-10    1.6023067770e-10    1.6712434826e-10
2.1250000000e+03     1.3189364618e-09    1.7481337777e-10    1.1441230841e-09
2.1300000000e+03     7.1620949319e-08    7.9095690939e-10    7.0829992409e-08
2.1350000000e+03     3.9841461786e-10    1.5710047684e-10    2.4131414102e-10
2.1400000000e+03     2.5684718605e-10    6.0368628164e-11    1.9647855789e-10
2.1450000000e+03     1.9896260702e-10    4.9235342650e-11    1.4972726437e-10
2.1500000000e+03     2.8095990073e-10    5.2488312836e-11    2.2847158790e-10
2.1550000000e+03     2.9875168701e-10    1.0476099319e-10    1.9399069382e-10
2.1600000000e+03     6.5179027029e-10    3.3590808431e-10    3.1588218597e-10
2.1650000000e+03     1.2574704388e-09    2.7967286948e-10    9.7779756936e-10
2.1700000000e+03     2.9422801224e-10    1.4620797251e-10    1.4802003974e-10
2.1750000000e+03     4.6523073634e-09    3.4966564388e-09    1.1556509246e-09
2.1800000000e+03     1.1849003963e-09    7.9490740145e-10    3.8999299481e-10
2.1850000000e+03     3.6948057069e-10    1.9950880204e-10    1.6997176865e-10
2.1900000000e+03     2.4570472751e-10    8.1230798021e-11    1.6447392949e-10
2.1950000000e+03     3.9948801493e-10    2.2511242851e-10    1.7437558643e-10
2.2000000000e+03     4.1139116628e-10    1.8568152770e-10    2.2570963858e-10
2.2050000000e+03     5.7388773219e-10    2.2386265621e-10    3.5002507598e-10
2.2100000000e+03     3.3294383507e-09    2.3865783170e-09    9.4286003367e-10
2.2150000000e+03     2.3921458219e-10    8.1008060213e-11    1.5820652198e-10
2.2200000000e+03     1.5970708680e-10    4.6322469060e-11    1.1338461774e-10
2.2250000000e+03     1.4660325934e-10    4.4659468293e-11    1.0194379105e-10
2.2300000000e+03     2.0064220695e-10    7.0180384419e-11    1.3046182253e-10
2.2350000000e+03     8.1780028918e-09    5.8703875102e-09    2.3076153816e-09
2.2400000000e+03     1.8951863143e-10    7.4756039986e-11    1.1476259145e-10
2.2450000000e+03     2.5235111535e-09    4.2622758860e-11    2.4808883946e-09
2.2500000000e+03     1.4171406239e-10    4.2018605521e-11    9.9695456866e-11
2.2550000000e+03     2.2192036168e-10    1.0045825018e-10    1.2146211150e-10
2.2600000000e+03     3.7325591451e-10    1.6523352972e-10    2.0802238479e-10
2.2650000000e+03     1.6210565632e-10    4.1218055476e-11    1.2088760084e-10
2.2700000000e+03     1.6487430901e-10    3.3091886576e-11    1.3178242243e-10
2.2750000000e+03     2.2885607087e-10    3.0348719964e-11    1.9850735091e-10
2.2800000000e+03     4.9730894334e-10    2.9522473221e-11    4.6778647012e-10
2.2850000000e+03     7.2607564802e-10    2.9108094563e-11    6.9696755346e-10
2.2900000000e+03     9.5137893701e-10    2.9046513553e-11    9.2233242346e-10
2.2950000000e+03     4.6304244473e-10    2.8958848491e-11    4.3408359624e-10
2.3000000000e+03     2.4681027159e-10    3.1061257516e-11    2.1574901407e-10
2.3050000000e+03     3.3352227749e-10    7.1219658361e-11    2.6230261912e-10
2.3100000000e+03     1.4900645676e-09    3.0321623816e-11    1.4597429437e-09
2.3150000000e+03     3.9905712386e-10    2.9909587508e-11    3.6914753635e-10
2.3200000000e+03     2.7097816381e-10    3.0564579969e-11    2.4041358384e-10
2.3250000000e+03     1.5025801682e-10    3.2140935546e-11    1.1811708127e-10
2.3300000000e+03     4.1531972337e-10    3.3957563770e-11    3.8136215960e-10
2.3350000000e+03     1.4993764024e-10    3.9478454827e-11    1.1045918541e-10
2.3400000000e+03     2.1732299628e-10    6.9187919848e-11    1.4813507643e-10
2.3450000000e+03     8.3009938056e-10    3.8380445897e-10    4.4629492159e-10
2.3500000000e+03     3.7321001074e-10    1.4982835572e-10    2.2338165502e-10
2.3550000000e+03     2.0031275292e-09    1.3142195563e-09    6.8890797290e-10
2.3600000000e+03     2.9814374379e-10    9.8881908000e-11    1.9926183579e-10
2.3650000000e+03     1.7078880470e-10    5.2903900648e-11    1.1788490405e-10
2.3700000000e+03     1.4263829129e-10    4.0027030706e-11    1.0261126058e-10
2.3750000000e+03     1.4389818110e-10    4.0628151161e-11    1.0327002993e-10
2.3800000000e+03     1.6736412715e-10    4.8678926276e-11    1.1868520088e-10
2.3850000000e+03     2.3149405074e-10    9.7526245103e-11    1.3396780564e-10
2.3900000000e+03     4.6116308357e-09    3.2948415350e-09    1.3167893008e-09
2.3950000000e+03     1.5066265756e-09    2.1542797222e-10    1.2911986034e-09
2.4000000000e+03     1.9694323509e-10    5.7472750461e-11    1.3947048463e-10
2.4050000000e+03     1.7359630248e-10    4.8043964059e-11    1.2555233842e-10
2.4100000000e+03     2.5641586368e-10    6.2641852355e-11    1.9377401133e-10
2.4150000000e+03     1.9744054688e-09    2.7402848353e-10    1.7003769853e-09
2.4200000000e+03     8.3623690308e-10    4.5880119323e-10    3.7743570985e-10
2.4250000000e+03     1.8313475646e-10    6.3849672229e-11    1.1928508423e-10
2.4300000000e+03     5.0935542845e-10    4.0460166549e-11    4.6889526190e-10
2.4350000000e+03     1.4884838582e-10    3.4356537670e-11    1.1449184815e-10
2.4400000000e+03     2.7831792093e-06    3.1864561644e-11    2.7831473448e-06
2.4450000000e+03     1.4234147562e-10    3.0747494195e-11    1.1159398143e-10
2.4500000000e+03     2.5961101876e-10    3.0709806837e-11    2.2890121192e-10
2.4550000000e+03     1.4232464836e-10    3.0038047364e-11    1.1228660099e-10
2.4600000000e+03     1.4536537038e-10    3.0539038077e-11    1.1482633231e-10
2.4650000000e+03     1.2114581096e-10    3.0754836763e-11    9.0390974202e-11
2.4700000000e+03     1.2675212835e-10    3.2299763645e-11    9.4452364704e-11
2.4750000000e+03     1.4092742111e-10    3.6639740388e-11    1.0428768072e-10
2.4800000000e+03     3.3538537568e-08    1.2873972222e-08    2.0664565347e-08
2.4850000000e+03     2.2241588474e-10    6.4656397290e-11    1.5775948745e-10
2.4900000000e+03     1.0500476948e-09    6.3762626942e-10    4.1242142542e-10
2.4950000000e+03     2.8930710265e-10    1.3714577672e-10    1.5216132593e-10
2.5000000000e+03     2.4424419558e-10    5.0540237388e-11    1.9370395819e-10
2.5050000000e+03     1.4152537645e-10    4.5420725357e-11    9.6104651092e-11
2.5100000000e+03     2.1106355881e-10    7.7294696906e-11    1.3376886191e-10
2.5150000000e+03     2.4679905306e-09    1.7743234235e-09    6.9366710712e-10
2.5200000000e+03     3.7898340834e-10    5.4734536401e-11    3.2424887194e-10
2.5250000000e+03     1.3024965352e-10    3.6263716357e-11    9.3985937163e-11
2.5300000000e+03     1.4967036138e-10    3.2968581256e-11    1.1670178012e-10
2.5350000000e+03     2.6237643105e-10    3.2548599260e-11    2.2982783179e-10
2.5400000000e+03     2.2675148524e-10    6.7645763616e-11    1.5910572162e-10
2.5450000000e+03     1.3731907959e-10    3.5671567013e-11    1.0164751257e-10
2.5500000000e+03     1.2891366861e-10    3.1711502160e-11    9.7202166445e-11
2.5550000000e+03     6.4111456439e-10    3.3118186934e-11    6.0799637746e-10
2.5600000000e+03     8.0251364267e-09    3.6773102709e-11    7.9883633240e-09
2.5650000000e+03     1.7628741101e-10    6.0498120459e-11    1.1578929055e-10
2.5700000000e+03     1.8383799588e-09    1.2659742827e-09    5.7240567616e-10
2.5750000000e+03     4.6834070374e-10    5.6257037700e-11    4.1208366604e-10
2.5800000000e+03     2.3351047860e-10    5.9448581028e-11    1.7406189757e-10
2.5850000000e+03     5.0542730564e-10    2.7711137825e-10    2.2831592740e-10
2.5900000000e+03     5.1988223295e-10    2.0896196233e-10    3.1092027062e-10
2.5950000000e+03     1.0807328904e-08    7.7953324711e-09    3.0119964328e-09
2.6000000000e+03     1.9359688385e-10    8.1440249581e-11    1.1215663427e-10
2.6050000000e+03     1.5711242756e-10    4.4770016153e-11    1.1234241141e-10
2.6100000000e+03     1.5044778126e-10    3.6946716222e-11    1.1350106504e-10
2.6150000000e+03     1.3581194904e-10    3.4474423091e-11    1.0133752595e-10
2.6200000000e+03     2.8636325578e-10    3.4396617506e-11    2.5196663827e-10
2.6250000000e+03     1.3943723442e-10    3.8950848744e-11    1.0048638568e-10
2.6300000000e+03     4.9521652396e-08    8.9324259338e-11    4.9432328136e-08
2.6350000000e+03     3.4932597663e-10    1.0617477070e-10    2.4315120594e-10
2.6400000000e+03     3.4310343179e-10    3.8213948408e-11    3.0488948338e-10
2.6450000000e+03     1.6522744411e-10    3.2985541706e-11    1.3224190240e-10
2.6500000000e+03     1.2809646736e-10    3.2623691732e-11    9.5472775632e-11
2.6550000000e+03     1.5227294804e-10    3.2849345779e-11    1.1942360226e-10
2.6600000000e+03     6.4069832814e-08    3.6041316766e-11    6.4033791498e-08
2.6650000000e+03     1.8253041868e-10    4.1864668466e-11    1.4066575021e-10
2.6700000000e+03     2.9075980411e-10    6.5463211437e-11    2.2529659267e-10
2.6750000000e+03     6.9879850689e-10    4.2743052741e-10    2.7136797948e-10
2.6800000000e+03     4.3192849713e-10    2.5076376322e-10    1.8116473391e-10
2.6850000000e+03     2.4457578747e-10    5.9141687019e-11    1.8543410045e-10
2.6900000000e+03     1.3769252536e-10    4.1591838343e-11    9.6100687015e-11
2.6950000000e+03     1.2819714310e-10    3.7399271251e-11    9.0797871845e-11
2.7000000000e+03     1.2107410759e-10    3.5966443390e-11    8.5107664201e-11
2.7050000000e+03     1.9540055497e-10    3.6956484571e-11    1.5844407040e-10
2.7100000000e+03     1.2557159412e-10    4.1125518818e-11    8.4446075304e-11
2.7150000000e+03     1.4104297845e-10    5.3005368507e-11    8.8037609941e-11
2.7200000000e+03     2.6521586598e-10    1.4033413119e-10    1.2488173479e-10
2.7250000000e+03     1.0853856764e-05    4.3769755248e-10    1.0853419066e-05
2.7300000000e+03     6.1563958295e-10    3.6277240267e-10    2.5286718028e-10
2.7350000000e+03     2.2235046190e-10    8.9801344734e-11    1.3254911716e-10
2.7400000000e+03     1.1331886836e-07    1.1281076215e-07    5.0810621419e-10
2.7450000000e+03     3.8743517582e-08    3.8572158500e-08    1.7135908220e-10
2.7500000000e+03     2.2517740556e-07    2.2245953825e-07    2.7178673068e-09
2.7550000000e+03     7.8995850498e-09    7.6505087797e-09    2.4907627011e-10
2.7600000000e+03     3.9928690290e-09    3.7799172618e-09    2.1295176724e-10
2.7650000000e+03     2.7204885449e-09    2.5851048763e-09    1.3538366859e-10
2.7700000000e+03     3.2750841752e-09    2.8288021682e-09    4.4628200706e-10
2.7750000000e+03     1.9456874605e-09    1.5852867235e-09    3.6040073702e-10
2.7800000000e+03     1.9645514270e-09    1.2468445190e-09    7.1770690800e-10
2.7850000000e+03     2.1393405430e-09    1.0580096803e-09    1.0813308627e-09
2.7900000000e+03     1.0267012839e-09    9.3711005703e-10    8.9591226897e-11
2.7950000000e+03     9.1296514019e-10    8.2712658048e-10    8.5838559713e-11
2.8000000000e+03     1.9462427799e-09    7.5560750020e-10    1.1906352797e-09
2.8050000000e+03     8.2557674417e-10    6.6834961984e-10    1.5722712433e-10
2.8100000000e+03     9.9442351670e-10    8.1648978086e-10    1.7793373584e-10
2.8150000000e+03     7.5934922029e-10    5.6414331147e-10    1.9520590882e-10
2.8200000000e+03     6.9647540785e-10    5.2482678408e-10    1.7164862377e-10
2.8250000000e+03     6.2152660324e-10    5.2457830658e-10    9.6948296662e-11
2.8300000000e+03     6.5286066340e-10    5.4911566759e-10    1.0374499581e-10
2.8350000000e+03     2.5280990801e-09    8.3544366938e-10    1.6926554107e-09
2.8400000000e+03     4.6556251114e-08    4.5521157946e-08    1.0350931684e-09
2.8450000000e+03     7.0129048184e-10    5.9460199091e-10    1.0668849093e-10
2.8500000000e+03     5.4099949828e-10    3.9988385177e-10    1.4111564650e-10
2.8550000000e+03     4.8052041972e-10    3.7050685721e-10    1.1001356251e-10
2.8600000000e+03     1.3083805746e-09    9.1497801187e-10    3.9340256275e-10
2.8650000000e+03     8.6344330632e-10    5.8806135353e-10    2.7538195279e-10
2.8700000000e+03     7.3647411623e-10    5.3688576253e-10    1.9958835370e-10
2.8750000000e+03     1.3996330018e-09    3.4272557274e-10    1.0569074291e-09
2.8800000000e+03     7.3607460534e-10    5.0775646527e-10    2.2831814007e-10
2.8850000000e+03     3.5171630697e-10    2.5608320415e-10    9.5633102820e-11
2.8900000000e+03     3.8386672976e-10    2.7963721746e-10    1.0422951230e-10
2.8950000000e+03     3.8065118251e-10    2.5446332333e-10    1.2618785918e-10
2.9000000000e+03     4.1792370808e-10    2.3713786432e-10    1.8078584376e-10
2.9050000000e+03     6.3689302474e-10    4.4957438498e-10    1.8731863976e-10
2.9100000000e+03     2.5443397208e-09    1.7937985569e-09    7.5054116384e-10
2.9150000000e+03     3.6923351120e-09    2.6312162970e-09    1.0611188150e-09
2.9200000000e+03     4.1579122687e-10    2.0066896975e-10    2.1512225711e-10
2.9250000000e+03     4.7390786577e-10    1.8229210415e-10    2.9161576162e-10
2.9300000000e+03     4.2147385295e-10    1.7407794487e-10    2.4739590808e-10
2.9350000000e+03     4.7423722611e-10    1.9296433355e-10    2.8127289256e-10
2.9400000000e+03     2.8828993759e-10    1.6529774854e-10    1.2299218905e-10
2.9450000000e+03     1.1194606605e-08    7.6864106951e-09    3.5081959099e-09
2.9500000000e+03     2.0768513799e-09    1.6221828566e-10    1.9146330943e-09
2.9550000000e+03     2.5345855121e-10    1.5780380492e-10    9.5654746290e-11
2.9600000000e+03     2.8585832737e-10    1.8345579203e-10    1.0240253534e-10
2.9650000000e+03     5.9291033771e-09    4.1434286120e-09    1.7856747651e-09
2.9700000000e+03     4.9892684136e-10    1.9660647466e-10    3.0232036670e-10
2.9750000000e+03     2.3716717067e-10    1.4679338199e-10    9.0373788675e-11
2.9800000000e+03     2.3062943810e-10    1.3959334844e-10    9.1036089657e-11
2.9850000000e+03     3.0104453593e-10    1.3457974722e-10    1.6646478872e-10
2.9900000000e+03     3.3241262512e-10    1.3579293897e-10    1.9661968615e-10
2.9950000000e+03     2.5805974177e-10    1.5059837401e-10    1.0746136776e-10
3.0000000000e+03     4.0583803082e-08    2.8573728158e-08    1.2010074924e-08
3.0050000000e+03     3.9418369554e-10    2.5915793719e-10    1.3502575835e-10
3.0100000000e+03     1.5322023918e-09    1.0620039582e-09    4.7019843369e-10
3.0150000000e+03     2.9489220268e-10    1.5504053949e-10    1.3985166319e-10
3.0200000000e+03     3.3997193714e-10    1.2480905988e-10    2.1516287726e-10
3.0250000000e+03     2.0403525655e-10    1.1969635981e-10    8.4338896740e-11
3.0300000000e+03     2.2494061224e-10    1.2649745941e-10    9.8443152825e-11
3.0350000000e+03     9.9214935078e-09    3.9175288797e-09    6.0039646281e-09
3.0400000000e+03     3.7785539260e-10    1.2096923398e-10    2.5688615861e-10
3.0450000000e+03     2.0007516737e-10    1.0664326836e-10    9.3431899013e-11
3.0500000000e+03     2.0923665712e-10    1.0346867140e-10    1.0576798573e-10
3.0550000000e+03     2.0181020487e-10    1.0436058778e-10    9.7449617087e-11
3.0600000000e+03     9.1916298892e-10    1.0290448587e-10    8.1625850305e-10
3.0650000000e+03     2.3511081761e-10    1.3244516840e-10    1.0266564921e-10
3.0700000000e+03     4.5093678608e-10    2.8631909925e-10    1.6461768683e-10
3.0750000000e+03     4.1929202989e-10    2.5976435142e-10    1.5952767847e-10
3.0800000000e+03     1.1651084753e-09    5.6641823709e-10    5.9869023820e-10
3.0850000000e+03     2.1681342561e-10    1.2385784745e-10    9.2955578153e-11
3.0900000000e+03     1.8521667092e-10    1.0148953602e-10    8.3727134897e-11
3.0950000000e+03     1.8408677356e-10    9.8517362683e-11    8.5569410881e-11
3.1000000000e+03     2.3989811130e-10    1.3635887135e-10    1.0353923995e-10
3.1050000000e+03     6.6687224076e-10    4.0634509959e-10    2.6052714116e-10
3.1100000000e+03     1.9316453525e-10    1.0177701536e-10    9.1387519893e-11
3.1150000000e+03     1.6922840852e-10    8.7889410993e-11    8.1338997532e-11
3.1200000000e+03     1.6668477966e-10    8.6626958723e-11    8.0057820932e-11
3.1250000000e+03     1.6711296320e-10    8.7638362858e-11    7.9474600346e-11
3.1300000000e+03     1.7830814965e-10    9.6554986296e-11    8.1753163353e-11
3.1350000000e+03     6.0865023482e-10    4.7547050648e-10    1.3317972834e-10
3.1400000000e+03     1.9994986104e-10    1.1509722594e-10    8.4852635107e-11
3.1450000000e+03     1.6365611646e-10    8.2094284406e-11    8.1561832053e-11
3.1500000000e+03     1.5840118850e-10    8.0136787068e-11    7.8264401429e-11
3.1550000000e+03     1.6091394661e-10    8.1198186886e-11    7.9715759721e-11
3.1600000000e+03     2.0900731933e-10    1.0237606832e-10    1.0663125100e-10
3.1650000000e+03     4.4079570542e-10    2.7652617285e-10    1.6426953257e-10
3.1700000000e+03     1.5835186455e-10    7.9324541468e-11    7.9027323086e-11
3.1750000000e+03     1.5120035236e-10    7.4497227577e-11    7.6703124787e-11
3.1800000000e+03     1.5073266435e-10    7.3907128447e-11    7.6825535907e-11
3.1850000000e+03     1.6074045169e-10    8.0311090911e-11    8.0429360778e-11
3.1900000000e+03     4.4156152350e-09    3.0443482240e-09    1.3712670110e-09
3.1950000000e+03     1.6355059319e-10    8.1300090156e-11    8.2250503033e-11
3.2000000000e+03     1.4930125049e-10    7.0118778549e-11    7.9182471941e-11
3.2050000000e+03     1.4938860205e-10    7.0010907416e-11    7.9377694635e-11
3.2100000000e+03     1.7429851840e-10    7.1786793152e-11    1.0251172525e-10
3.2150000000e+03     2.1860333358e-09    8.7502958056e-10    1.3110037553e-09
3.2200000000e+03     1.7741161463e-10    8.3617444079e-11    9.3794170552e-11
3.2250000000e+03     3.6976244161e-09    2.4607682073e-09    1.2368562088e-09
3.2300000000e+03     1.6542643867e-10    7.7264003750e-11    8.8162434918e-11
3.2350000000e+03     1.5384579544e-10    6.7656290524e-11    8.6189504917e-11
3.2400000000e+03     1.6996639654e-10    6.9331879936e-11    1.0063451661e-10
3.2450000000e+03     3.2351963876e-10    7.7461762217e-11    2.4605787654e-10
3.2500000000e+03     3.0108199533e-10    1.6013217145e-10    1.4094982389e-10
3.2550000000e+03     7.6643089700e-09    3.1951111307e-10    7.3447978570e-09
3.2600000000e+03     4.9122406178e-10    8.7717535796e-11    4.0350652598e-10
3.2650000000e+03     1.7943713620e-10    8.0809798845e-11    9.8627337351e-11
3.2700000000e+03     2.0975152538e-10    1.0938603671e-10    1.0036548867e-10
3.2750000000e+03     3.4248870991e-08    2.8239806972e-08    6.0090640191e-09
3.2800000000e+03     4.3117705089e-10    2.6128308760e-10    1.6989396329e-10
3.2850000000e+03     6.8199806732e-10    4.2989067485e-10    2.5210739247e-10
3.2900000000e+03     2.2075932180e-10    1.0108389012e-10    1.1967543168e-10
3.2950000000e+03     2.3897328745e-10    6.8259998790e-11    1.7071328866e-10
3.3000000000e+03     1.7382453701e-09    6.1990921526e-11    1.6762544486e-09
3.3050000000e+03     1.5858545900e-10    6.3131620600e-11    9.5453838398e-11
3.3100000000e+03     2.9539559130e-10    1.1920113854e-10    1.7619445277e-10
3.3150000000e+03     1.4161680610e-10    5.7563721042e-11    8.4053085059e-11
3.3200000000e+03     1.3889168659e-10    5.6668612903e-11    8.2223073683e-11
3.3250000000e+03     1.3703400440e-10    5.5812860595e-11    8.1221143810e-11
3.3300000000e+03     1.3726442605e-10    5.6128075382e-11    8.1136350664e-11
3.3350000000e+03     1.3866320092e-10    5.6212983958e-11    8.2450216964e-11
3.3400000000e+03     1.7556918600e-10    5.5695842910e-11    1.1987334309e-10
3.3450000000e+03     1.4731874764e-10    5.5172380472e-11    9.2146367172e-11
3.3500000000e+03     1.3586833341e-10    5.6530372387e-11    7.9337961025e-11
3.3550000000e+03     1.3532869546e-10    5.7245916603e-11    7.8082778856e-11
3.3600000000e+03     1.3590259873e-10    5.8572259967e-11    7.7330338759e-11
3.3650000000e+03     1.3712672498e-10    5.9827613156e-11    7.7299111824e-11
3.3700000000e+03     1.4141318622e-10    6.3233724140e-11    7.8179462078e-11
3.3750000000e+03     1.5303288917e-10    7.1688096461e-11    8.1344792705e-11
3.3800000000e+03     1.9135539098e-10    9.5940571078e-11    9.5414819902e-11
3.3850000000e+03     1.6348691410e-06    6.4651439437e-07    9.8835474668e-07
3.3900000000e+03     1.1806795492e-08    9.2385450030e-09    2.5682504891e-09
3.3950000000e+03     3.9468838781e-10    2.5173726522e-10    1.4295112260e-10
3.4000000000e+03     2.3274541018e-10    9.5417256900e-11    1.3732815328e-10
3.4050000000e+03     1.5740724110e-10    7.3360947431e-11    8.4046293672e-11
3.4100000000e+03     1.4708708156e-10    6.6461203935e-11    8.0625877624e-11
3.4150000000e+03     1.5866512600e-10    7.3565780368e-11    8.5099345636e-11
3.4200000000e+03     8.9650166265e-10    5.7820207126e-10    3.1829959139e-10
3.4250000000e+03     1.8713210035e-10    9.0808722048e-11    9.6323378302e-11
3.4300000000e+03     1.6737657436e-10    7.0251549113e-11    9.7125025246e-11
3.4350000000e+03     1.3969915440e-10    5.8258523830e-11    8.1440630568e-11
3.4400000000e+03     1.4442258563e-10    6.0864543861e-11    8.3558041768e-11
3.4450000000e+03     2.0473003822e-10    1.0675718240e-10    9.7972855814e-11
3.4500000000e+03     3.0180038151e-10    1.8003158781e-10    1.2176879370e-10
