#BB acoustic spectrum: f [Hz]        Spp [Pa^2/Hz]      Spp_u [Pa^2/Hz]     Spp_l [Pa^2/Hz]
4.2375000000e+03     8.7798556758e-07    2.3357964501e-07    6.4440592257e-07
4.2500000000e+03     8.7749300942e-07    2.3354619650e-07    6.4394681292e-07
4.2625000000e+03     8.8033717961e-07    2.3285543804e-07    6.4748174158e-07
4.2750000000e+03     8.8622710973e-07    2.3152366265e-07    6.5470344708e-07
4.2875000000e+03     8.9465187629e-07    2.2957765951e-07    6.6507421677e-07
4.3000000000e+03     9.0494413074e-07    2.2705416169e-07    6.7788996906e-07
4.3125000000e+03     9.1635795775e-07    2.2399911160e-07    6.9235884615e-07
4.3250000000e+03     9.2815076830e-07    2.2046676654e-07    7.0768400176e-07
4.3375000000e+03     9.3965867705e-07    2.1651867126e-07    7.2314000579e-07
4.3500000000e+03     9.5035608675e-07    2.1222252720e-07    7.3813355955e-07
4.3625000000e+03     9.5989277991e-07    2.0765098834e-07    7.5224179157e-07
4.3750000000e+03     9.6810527806e-07    2.0288041120e-07    7.6522486686e-07
4.3875000000e+03     9.7500303597e-07    1.9798958306e-07    7.7701345290e-07
4.4000000000e+03     9.8073361622e-07    1.9305844762e-07    7.8767516860e-07
4.4125000000e+03     9.8553380928e-07    1.8816684261e-07    7.9736696667e-07
4.4250000000e+03     9.8967531012e-07    1.8339326074e-07    8.0628204938e-07
4.4375000000e+03     9.9341379529e-07    1.7881364280e-07    8.1460015249e-07
4.4500000000e+03     9.9694904640e-07    1.7450021262e-07    8.2244883378e-07
4.4625000000e+03     1.0004013592e-06    1.7052036516e-07    8.2988099407e-07
4.4750000000e+03     1.0038063038e-06    1.6693562268e-07    8.3687068116e-07
4.4875000000e+03     1.0071265550e-06    1.6380067795e-07    8.4332587705e-07
4.5000000000e+03     1.0102766374e-06    1.6116254662e-07    8.4911409081e-07
4.5125000000e+03     1.0131546606e-06    1.5905985251e-07    8.5409480810e-07
4.5250000000e+03     1.0156763042e-06    1.5752226887e-07    8.5815403533e-07
4.5375000000e+03     1.0178046298e-06    1.5657013439e-07    8.6123449545e-07
4.5500000000e+03     1.0194834233e-06    1.5621425647e-07    8.6326916686e-07
4.5625000000e+03     1.0208532950e-06    1.5645590526e-07    8.6439738974e-07
4.5750000000e+03     1.0220089801e-06    1.5728699198e-07    8.6472198816e-07
4.5875000000e+03     1.0230997541e-06    1.5869041599e-07    8.6440933815e-07
4.6000000000e+03     1.0242874310e-06    1.6064055695e-07    8.6364687404e-07
4.6125000000e+03     1.0257233145e-06    1.6310388410e-07    8.6261943039e-07
4.6250000000e+03     1.0275296407e-06    1.6603965348e-07    8.6148998723e-07
4.6375000000e+03     1.0297880211e-06    1.6940066695e-07    8.6038735413e-07
4.6500000000e+03     1.0325363346e-06    1.7313407325e-07    8.5940226130e-07
4.6625000000e+03     1.0357737895e-06    1.7718220105e-07    8.5859158847e-07
4.6750000000e+03     1.0394721727e-06    1.8148342704e-07    8.5798874564e-07
4.6875000000e+03     1.0435899959e-06    1.8597310630e-07    8.5761688961e-07
4.7000000000e+03     1.0480856802e-06    1.9058465925e-07    8.5750102095e-07
4.7125000000e+03     1.0529264802e-06    1.9525122975e-07    8.5767525043e-07
4.7250000000e+03     1.0580936969e-06    1.9991102421e-07    8.5818267266e-07
4.7375000000e+03     1.0637267275e-06    2.0465955025e-07    8.5906717729e-07
4.7500000000e+03     1.0692460137e-06    2.0888687297e-07    8.6035914076e-07
4.7625000000e+03     1.0751094848e-06    2.1304297773e-07    8.6206650703e-07
4.7750000000e+03     1.0810639680e-06    2.1694447046e-07    8.6411949756e-07
4.7875000000e+03     1.0868364006e-06    2.2051904369e-07    8.6631735691e-07
4.8000000000e+03     1.0922973627e-06    2.2371332340e-07    8.6858403926e-07
4.8125000000e+03     1.0971202759e-06    2.2648239988e-07    8.7063787606e-07
4.8250000000e+03     1.1009974177e-06    2.2878905698e-07    8.7220836077e-07
4.8375000000e+03     1.1035405436e-06    2.3060399681e-07    8.7293654679e-07
4.8500000000e+03     1.1045269457e-06    2.3190617627e-07    8.7262076945e-07
4.8625000000e+03     1.1037606140e-06    2.3268308085e-07    8.7107753312e-07
4.8750000000e+03     1.1011639729e-06    2.3293088820e-07    8.6823308472e-07
4.8875000000e+03     1.0968113040e-06    2.3265450369e-07    8.6415680026e-07
4.9000000000e+03     1.0909340125e-06    2.3186745789e-07    8.5906655457e-07
4.9125000000e+03     1.0839102708e-06    2.3059165545e-07    8.5331861535e-07
4.9250000000e+03     1.0762353659e-06    2.2885696413e-07    8.4737840179e-07
4.9375000000e+03     1.0684753959e-06    2.2670063332e-07    8.4177476254e-07
4.9500000000e+03     1.0612100845e-06    2.2416653570e-07    8.3704354883e-07
4.9625000000e+03     1.0549725099e-06    2.2130423412e-07    8.3366827583e-07
4.9750000000e+03     1.0501941897e-06    2.1816788785e-07    8.3202630187e-07
4.9875000000e+03     1.0471631296e-06    2.1481502693e-07    8.3234810266e-07
5.0000000000e+03     1.0460003244e-06    2.1130523723e-07    8.3469508715e-07
5.0125000000e+03     1.0466572841e-06    2.0769881067e-07    8.3895847346e-07
5.0250000000e+03     1.0489340307e-06    2.0405542076e-07    8.4487860997e-07
5.0375000000e+03     1.0525142258e-06    2.0043288353e-07    8.5208134225e-07
5.0500000000e+03     1.0570120773e-06    1.9688605548e-07    8.6012602180e-07
5.0625000000e+03     1.0620250394e-06    1.9346590646e-07    8.6855913297e-07
5.0750000000e+03     1.0672039213e-06    1.9021878656e-07    8.7698513477e-07
5.0875000000e+03     1.0721721013e-06    1.8718588761e-07    8.8498621372e-07
5.1000000000e+03     1.0768066597e-06    1.8440288289e-07    8.9240377678e-07
5.1125000000e+03     1.0810201894e-06    1.8189971790e-07    8.9912047154e-07
5.1250000000e+03     1.0848459422e-06    1.7970052093e-07    9.0514542125e-07
5.1375000000e+03     1.0884183840e-06    1.7782360616e-07    9.1059477782e-07
5.1500000000e+03     1.0919407223e-06    1.7628155135e-07    9.1565917095e-07
5.1625000000e+03     1.0956484761e-06    1.7508134495e-07    9.2056713117e-07
5.1750000000e+03     1.0997714312e-06    1.7422460956e-07    9.2554682161e-07
5.1875000000e+03     1.1044986604e-06    1.7370791634e-07    9.3079074405e-07
5.2000000000e+03     1.1099507292e-06    1.7352320604e-07    9.3642752314e-07
5.2125000000e+03     1.1161620706e-06    1.7365832537e-07    9.4250374522e-07
5.2250000000e+03     1.1230751281e-06    1.7409767311e-07    9.4897745504e-07
5.2375000000e+03     1.1305463885e-06    1.7482293276e-07    9.5572345577e-07
5.2500000000e+03     1.1383629904e-06    1.7581384979e-07    9.6254914066e-07
5.2625000000e+03     1.1462673331e-06    1.7704899820e-07    9.6921833486e-07
5.2750000000e+03     1.1539861966e-06    1.7850647606e-07    9.7547972054e-07
5.2875000000e+03     1.1612607055e-06    1.8016447488e-07    9.8109623058e-07
5.3000000000e+03     1.1678781000e-06    1.8200168413e-07    9.8587641587e-07
5.3125000000e+03     1.1736637973e-06    1.8399751640e-07    9.8966628092e-07
5.3250000000e+03     1.1784944081e-06    1.8613216666e-07    9.9236224147e-07
5.3375000000e+03     1.1824018852e-06    1.8838654465e-07    9.9401534050e-07
5.3500000000e+03     1.1854106261e-06    1.9074213779e-07    9.9466848830e-07
5.3625000000e+03     1.1876117474e-06    1.9318086789e-07    9.9443087952e-07
5.3750000000e+03     1.1891325005e-06    1.9568499826e-07    9.9344750223e-07
5.3875000000e+03     1.1901186086e-06    1.9823712799e-07    9.9188148066e-07
5.4000000000e+03     1.1907190483e-06    2.0082028350e-07    9.8989876480e-07
5.4125000000e+03     1.1910742362e-06    2.0341808823e-07    9.8765614793e-07
5.4250000000e+03     1.1913083234e-06    2.0601496744e-07    9.8529335595e-07
5.4375000000e+03     1.1915256697e-06    2.0859633201e-07    9.8292933769e-07
5.4500000000e+03     1.1918110771e-06    2.1114868656e-07    9.8066239058e-07
5.4625000000e+03     1.1922330583e-06    2.1365962271e-07    9.7857343556e-07
5.4750000000e+03     1.1928492518e-06    2.1611768533e-07    9.7673156644e-07
5.4875000000e+03     1.1937130335e-06    2.1851213138e-07    9.7520090212e-07
5.5000000000e+03     1.1948806640e-06    2.2083263006e-07    9.7404803398e-07
5.5125000000e+03     1.1964254072e-06    2.2306897169e-07    9.7335643549e-07
5.5250000000e+03     1.1983894066e-06    2.2521085658e-07    9.7317855004e-07
5.5375000000e+03     1.2008317135e-06    2.2724782132e-07    9.7358389219e-07
5.5500000000e+03     1.2038835915e-06    2.2916933234e-07    9.7471425920e-07
5.5625000000e+03     1.2075941634e-06    2.3096504031e-07    9.7662912304e-07
5.5750000000e+03     1.2120044831e-06    2.3262515537e-07    9.7937932776e-07
5.5875000000e+03     1.2171179147e-06    2.3414088421e-07    9.8297703051e-07
5.6000000000e+03     1.2228861686e-06    2.3550488891e-07    9.8738127966e-07
5.6125000000e+03     1.2292010107e-06    2.3671185337e-07    9.9248915734e-07
5.6250000000e+03     1.2358938490e-06    2.3775987473e-07    9.9813397429e-07
5.6375000000e+03     1.2427503611e-06    2.3865871600e-07    1.0040916451e-06
5.6500000000e+03     1.2499539858e-06    2.3985851193e-07    1.0100954739e-06
5.6625000000e+03     1.2557241259e-06    2.3986455438e-07    1.0158595715e-06
5.6750000000e+03     1.2612901487e-06    2.4016331321e-07    1.0211268355e-06
5.6875000000e+03     1.2658866789e-06    2.4031266173e-07    1.0255740172e-06
5.7000000000e+03     1.2692819542e-06    2.4028628041e-07    1.0289956737e-06
5.7125000000e+03     1.2714329687e-06    2.4007492495e-07    1.0313580437e-06
5.7250000000e+03     1.2722859069e-06    2.3967197136e-07    1.0326139356e-06
5.7375000000e+03     1.2719738135e-06    2.3907183304e-07    1.0329019805e-06
5.7500000000e+03     1.2706599538e-06    2.3827006220e-07    1.0323898916e-06
5.7625000000e+03     1.2685984139e-06    2.3726383608e-07    1.0313345779e-06
5.7750000000e+03     1.2660871985e-06    2.3605249402e-07    1.0300347045e-06
5.7875000000e+03     1.2634298438e-06    2.3463799045e-07    1.0287918533e-06
5.8000000000e+03     1.2608974246e-06    2.3302520862e-07    1.0278722160e-06
5.8125000000e+03     1.2586952408e-06    2.3122213172e-07    1.0274731091e-06
5.8250000000e+03     1.2569384154e-06    2.2923990428e-07    1.0276985112e-06
5.8375000000e+03     1.2556395192e-06    2.2709283505e-07    1.0285466841e-06
5.8500000000e+03     1.2547100247e-06    2.2479839111e-07    1.0299116336e-06
5.8625000000e+03     1.2539762284e-06    2.2237721512e-07    1.0315990133e-06
5.8750000000e+03     1.2532106104e-06    2.1985316852e-07    1.0333574419e-06
5.8875000000e+03     1.2522674849e-06    2.1725337306e-07    1.0350141118e-06
5.9000000000e+03     1.2505673172e-06    2.1460820191e-07    1.0359591152e-06
5.9125000000e+03     1.2483001050e-06    2.1195116814e-07    1.0363489369e-06
5.9250000000e+03     1.2453368786e-06    2.0931868499e-07    1.0360181936e-06
5.9375000000e+03     1.2417615009e-06    2.0674975772e-07    1.0350117431e-06
5.9500000000e+03     1.2378137947e-06    2.0428596070e-07    1.0335278340e-06
5.9625000000e+03     1.2338767366e-06    2.0197366725e-07    1.0319030693e-06
5.9750000000e+03     1.2304768703e-06    1.9989122959e-07    1.0305856407e-06
5.9875000000e+03     1.2281859536e-06    1.9809202306e-07    1.0300939305e-06
6.0000000000e+03     1.2271606558e-06    1.9619671275e-07    1.0309639430e-06
6.0125000000e+03     1.2284598944e-06    1.9476958274e-07    1.0336903117e-06
6.0250000000e+03     1.2323436552e-06    1.9367714241e-07    1.0386665128e-06
6.0375000000e+03     1.2390606696e-06    1.9292874802e-07    1.0461319215e-06
6.0500000000e+03     1.2486978275e-06    1.9253778373e-07    1.0561600437e-06
6.0625000000e+03     1.2609481611e-06    1.9251374810e-07    1.0684344130e-06
6.0750000000e+03     1.2754341013e-06    1.9286054949e-07    1.0825735518e-06
6.0875000000e+03     1.2916013833e-06    1.9357597764e-07    1.0980254057e-06
6.1000000000e+03     1.3086212914e-06    1.9465167115e-07    1.1139696203e-06
6.1125000000e+03     1.3256042506e-06    1.9607359036e-07    1.1295306603e-06
6.1250000000e+03     1.3419209957e-06    1.9782365782e-07    1.1440973379e-06
6.1375000000e+03     1.3557498222e-06    1.9988780295e-07    1.1558620193e-06
6.1500000000e+03     1.3676524922e-06    2.0253686637e-07    1.1651156259e-06
6.1625000000e+03     1.3757581698e-06    2.0471956612e-07    1.1710386037e-06
6.1750000000e+03     1.3807480589e-06    2.0740287234e-07    1.1733451865e-06
6.1875000000e+03     1.3822844425e-06    2.1027843882e-07    1.1720060037e-06
6.2000000000e+03     1.3805283426e-06    2.1328444470e-07    1.1672438979e-06
6.2125000000e+03     1.3759613971e-06    2.1637844767e-07    1.1595829494e-06
6.2250000000e+03     1.3688503436e-06    2.1952158196e-07    1.1493287616e-06
6.2375000000e+03     1.3600475821e-06    2.2267655657e-07    1.1373710255e-06
6.2500000000e+03     1.3504194008e-06    2.2580716313e-07    1.1246122377e-06
6.2625000000e+03     1.3406507753e-06    2.2887811115e-07    1.1117726642e-06
6.2750000000e+03     1.3314185566e-06    2.3185503562e-07    1.0995635210e-06
6.2875000000e+03     1.3233008101e-06    2.3470467903e-07    1.0885961310e-06
6.3000000000e+03     1.3167606071e-06    2.3739525148e-07    1.0793653556e-06
6.3125000000e+03     1.3121099544e-06    2.3989693793e-07    1.0722130165e-06
6.3250000000e+03     1.3090870607e-06    2.4218248724e-07    1.0669045735e-06
6.3375000000e+03     1.3081139285e-06    2.4422780156e-07    1.0638861269e-06
6.3500000000e+03     1.3088877322e-06    2.4601245208e-07    1.0628752801e-06
6.3625000000e+03     1.3129877017e-06    2.4752007714e-07    1.0654676246e-06
6.3750000000e+03     1.3142641400e-06    2.4873865963e-07    1.0655254804e-06
6.3875000000e+03     1.3201856815e-06    2.4966071952e-07    1.0705249620e-06
6.4000000000e+03     1.3222175889e-06    2.5028348075e-07    1.0719341082e-06
6.4125000000e+03     1.3264764082e-06    2.5060907073e-07    1.0758673375e-06
6.4250000000e+03     1.3297096653e-06    2.5064478536e-07    1.0790648799e-06
6.4375000000e+03     1.3326873536e-06    2.5040341006e-07    1.0822839436e-06
6.4500000000e+03     1.3351975475e-06    2.4990354107e-07    1.0852940064e-06
6.4625000000e+03     1.3372633576e-06    2.4916981665e-07    1.0880935409e-06
6.4750000000e+03     1.3390609061e-06    2.4823295575e-07    1.0908279503e-06
6.4875000000e+03     1.3408575550e-06    2.4712951752e-07    1.0937280375e-06
6.5000000000e+03     1.3429808962e-06    2.4590133385e-07    1.0970795623e-06
6.5125000000e+03     1.3457892775e-06    2.4459461747e-07    1.1011946600e-06
6.5250000000e+03     1.3496420368e-06    2.4325879548e-07    1.1063832413e-06
6.5375000000e+03     1.3548690357e-06    2.4194514815e-07    1.1129238875e-06
6.5500000000e+03     1.3617393573e-06    2.4070533877e-07    1.1210340186e-06
6.5625000000e+03     1.3704299994e-06    2.3958990389e-07    1.1308400955e-06
6.5750000000e+03     1.3809969149e-06    2.3864674390e-07    1.1423501710e-06
6.5875000000e+03     1.3933521881e-06    2.3791962692e-07    1.1554325612e-06
6.6000000000e+03     1.4072517615e-06    2.3744670810e-07    1.1698050534e-06
6.6125000000e+03     1.4222975495e-06    2.3725907991e-07    1.1850384696e-06
6.6250000000e+03     1.4379560166e-06    2.3737940502e-07    1.2005766116e-06
6.6375000000e+03     1.4535927671e-06    2.3782073000e-07    1.2157720371e-06
6.6500000000e+03     1.4685200065e-06    2.3858561642e-07    1.2299343901e-06
6.6625000000e+03     1.4820515212e-06    2.3966573764e-07    1.2423857836e-06
6.6750000000e+03     1.4935585404e-06    2.4104206074e-07    1.2525164796e-06
6.6875000000e+03     1.5025197725e-06    2.4268566372e-07    1.2598341088e-06
6.7000000000e+03     1.5085600172e-06    2.4455914124e-07    1.2640008760e-06
6.7125000000e+03     1.5114737586e-06    2.4661845112e-07    1.2648553075e-06
6.7250000000e+03     1.5112325406e-06    2.4881497862e-07    1.2624175620e-06
6.7375000000e+03     1.5079771262e-06    2.5109756809e-07    1.2568795581e-06
6.7500000000e+03     1.5019970143e-06    2.5341430475e-07    1.2485827096e-06
6.7625000000e+03     1.4937006768e-06    2.5571391477e-07    1.2379867620e-06
6.7750000000e+03     1.4835800609e-06    2.5794676714e-07    1.2256332937e-06
6.7875000000e+03     1.4721728138e-06    2.6006557012e-07    1.2121072437e-06
6.8000000000e+03     1.4600256025e-06    2.6202592530e-07    1.1979996772e-06
6.8125000000e+03     1.4476618365e-06    2.6378690888e-07    1.1838749276e-06
6.8250000000e+03     1.4355568301e-06    2.6531178978e-07    1.1702450404e-06
6.8375000000e+03     1.4241226411e-06    2.6656888616e-07    1.1575537550e-06
6.8500000000e+03     1.4137033487e-06    2.6753244185e-07    1.1461709068e-06
6.8625000000e+03     1.4045795748e-06    2.6818331612e-07    1.1363962587e-06
6.8750000000e+03     1.3969790851e-06    2.6850925885e-07    1.1284698262e-06
6.8875000000e+03     1.3910889470e-06    2.6850460493e-07    1.1225843421e-06
6.9000000000e+03     1.3870644354e-06    2.6816935464e-07    1.1188950807e-06
6.9125000000e+03     1.3850308156e-06    2.6750777453e-07    1.1175230411e-06
6.9250000000e+03     1.3850760906e-06    2.6652680406e-07    1.1185492865e-06
6.9375000000e+03     1.3872352827e-06    2.6523463652e-07    1.1220006462e-06
6.9500000000e+03     1.3914692282e-06    2.6363982723e-07    1.1278294010e-06
6.9625000000e+03     1.3976426201e-06    2.6175116455e-07    1.1358914555e-06
6.9750000000e+03     1.4055067531e-06    2.5957835192e-07    1.1459284012e-06
6.9875000000e+03     1.4146919613e-06    2.5713334547e-07    1.1575586158e-06
7.0000000000e+03     1.4247132441e-06    2.5443203412e-07    1.1702812099e-06
7.0125000000e+03     1.4349904238e-06    2.5149588625e-07    1.1834945375e-06
7.0250000000e+03     1.4448818753e-06    2.4835323601e-07    1.1965286393e-06
7.0375000000e+03     1.4537288710e-06    2.4504002529e-07    1.2086888457e-06
7.0500000000e+03     1.4609062219e-06    2.4160000223e-07    1.2193062197e-06
7.0625000000e+03     1.4658742577e-06    2.3808453799e-07    1.2277897197e-06
7.0750000000e+03     1.4682272143e-06    2.3455230183e-07    1.2336749125e-06
7.0875000000e+03     1.4677335930e-06    2.3106899920e-07    1.2366645938e-06
7.1000000000e+03     1.4643648142e-06    2.2770724101e-07    1.2366575732e-06
7.1125000000e+03     1.4583093263e-06    2.2454642083e-07    1.2337629054e-06
7.1250000000e+03     1.4499701524e-06    2.2167230526e-07    1.2282978471e-06
7.1375000000e+03     1.4399447074e-06    2.1917595925e-07    1.2207687482e-06
7.1500000000e+03     1.4289867649e-06    2.1715167730e-07    1.2118350876e-06
7.1625000000e+03     1.4179519572e-06    2.1569377350e-07    1.2022581837e-06
7.1750000000e+03     1.4077302784e-06    2.1489235079e-07    1.1928379276e-06
7.1875000000e+03     1.3991715458e-06    2.1482844467e-07    1.1843431012e-06
7.2000000000e+03     1.3930120372e-06    2.1556913186e-07    1.1774429053e-06
7.2125000000e+03     1.3898116564e-06    2.1716324457e-07    1.1726484118e-06
7.2250000000e+03     1.3899101912e-06    2.1963821657e-07    1.1702719747e-06
7.2375000000e+03     1.3934083072e-06    2.2299833824e-07    1.1704099689e-06
7.2500000000e+03     1.4001745222e-06    2.2722439222e-07    1.1729501300e-06
7.2625000000e+03     1.4098748516e-06    2.3227437246e-07    1.1776004791e-06
7.2750000000e+03     1.4220185288e-06    2.3808484243e-07    1.1839336864e-06
7.2875000000e+03     1.4360120341e-06    2.4457250644e-07    1.1914395277e-06
7.3000000000e+03     1.4512144653e-06    2.5163573803e-07    1.1995787273e-06
7.3125000000e+03     1.4669891199e-06    2.5915606893e-07    1.2078330510e-06
7.3250000000e+03     1.4827479122e-06    2.6699989237e-07    1.2157480198e-06
7.3375000000e+03     1.4979862738e-06    2.7502078147e-07    1.2229654923e-06
7.3500000000e+03     1.5123066358e-06    2.8306280478e-07    1.2292438310e-06
7.3625000000e+03     1.5254290924e-06    2.9096503023e-07    1.2344640622e-06
7.3750000000e+03     1.5371889952e-06    2.9856710071e-07    1.2386218945e-06
7.3875000000e+03     1.5475230126e-06    3.0571543603e-07    1.2418075766e-06
7.4000000000e+03     1.5564470340e-06    3.1226937563e-07    1.2441776584e-06
7.4125000000e+03     1.5640304061e-06    3.1810650684e-07    1.2459238993e-06
7.4250000000e+03     1.5703708945e-06    3.2312655343e-07    1.2472443411e-06
7.4375000000e+03     1.5755736169e-06    3.2725349083e-07    1.2483201261e-06
7.4500000000e+03     1.5797356042e-06    3.3043591858e-07    1.2492996856e-06
7.4625000000e+03     1.5829362859e-06    3.3264604410e-07    1.2502902418e-06
7.4750000000e+03     1.5852334150e-06    3.3387781771e-07    1.2513555973e-06
7.4875000000e+03     1.5866636787e-06    3.3414476059e-07    1.2525189181e-06
7.5000000000e+03     1.5872471529e-06    3.3347786232e-07    1.2537692906e-06
7.5125000000e+03     1.5869945382e-06    3.3192366837e-07    1.2550708698e-06
7.5250000000e+03     1.5859156813e-06    3.2954243439e-07    1.2563732470e-06
7.5375000000e+03     1.5840274052e-06    3.2640608721e-07    1.2576213180e-06
7.5500000000e+03     1.5813584825e-06    3.2259575166e-07    1.2587627309e-06
7.5625000000e+03     1.5779500500e-06    3.1819876408e-07    1.2597512859e-06
7.5750000000e+03     1.5738509940e-06    3.1330532985e-07    1.2605456641e-06
7.5875000000e+03     1.5691096190e-06    3.0800519565e-07    1.2611044234e-06
7.6000000000e+03     1.5637645788e-06    3.0238480929e-07    1.2613797695e-06
7.6125000000e+03     1.5578387784e-06    2.9652538695e-07    1.2613133915e-06
7.6250000000e+03     1.5513391970e-06    2.9050211301e-07    1.2608370840e-06
7.6375000000e+03     1.5442634908e-06    2.8438442932e-07    1.2598790615e-06
7.6500000000e+03     1.5366117480e-06    2.7823712226e-07    1.2583746257e-06
7.6625000000e+03     1.5284001052e-06    2.7212177024e-07    1.2562783350e-06
7.6750000000e+03     1.5196728794e-06    2.6609811370e-07    1.2535747657e-06
7.6875000000e+03     1.5105111997e-06    2.6022504191e-07    1.2502861578e-06
7.7000000000e+03     1.5010378092e-06    2.5456109414e-07    1.2464767151e-06
7.7125000000e+03     1.4914186071e-06    2.4916456514e-07    1.2422540420e-06
7.7250000000e+03     1.4818612397e-06    2.4409341430e-07    1.2377678254e-06
7.7375000000e+03     1.4726102035e-06    2.3940517031e-07    1.2332050332e-06
7.7500000000e+03     1.4639375472e-06    2.3515691446e-07    1.2287806327e-06
7.7625000000e+03     1.4561289633e-06    2.3140527105e-07    1.2247236922e-06
7.7750000000e+03     1.4494665498e-06    2.2820620526e-07    1.2212603445e-06
7.7875000000e+03     1.4442108111e-06    2.2561438615e-07    1.2185964250e-06
7.8000000000e+03     1.4405847070e-06    2.2368193819e-07    1.2169027688e-06
7.8125000000e+03     1.4387616698e-06    2.2245655642e-07    1.2163051134e-06
7.8250000000e+03     1.4388581846e-06    2.2197914371e-07    1.2168790409e-06
7.8375000000e+03     1.4409305881e-06    2.2228127387e-07    1.2186493142e-06
7.8500000000e+03     1.4449755296e-06    2.2338284014e-07    1.2215926894e-06
7.8625000000e+03     1.4509336918e-06    2.2529019683e-07    1.2256434950e-06
7.8750000000e+03     1.4586963436e-06    2.2799496687e-07    1.2307013767e-06
7.8875000000e+03     1.4681138343e-06    2.3147352275e-07    1.2366403116e-06
7.9000000000e+03     1.4790045701e-06    2.3568701738e-07    1.2433175527e-06
7.9125000000e+03     1.4911628521e-06    2.4058178857e-07    1.2505810636e-06
7.9250000000e+03     1.5043644861e-06    2.4608999856e-07    1.2582744876e-06
7.9375000000e+03     1.5183700656e-06    2.5213047071e-07    1.2662395949e-06
7.9500000000e+03     1.5329267903e-06    2.5860979723e-07    1.2743169931e-06
7.9625000000e+03     1.5477702092e-06    2.6542385808e-07    1.2823463511e-06
7.9750000000e+03     1.5626272920e-06    2.7245987918e-07    1.2901674129e-06
7.9875000000e+03     1.5772218773e-06    2.7959906659e-07    1.2976228107e-06
8.0000000000e+03     1.5912829234e-06    2.8671971997e-07    1.3045632034e-06
8.0125000000e+03     1.6045551589e-06    2.9370060558e-07    1.3108545533e-06
8.0250000000e+03     1.6168107835e-06    3.0042430577e-07    1.3163864777e-06
8.0375000000e+03     1.6278601390e-06    3.0678028077e-07    1.3210798582e-06
8.0500000000e+03     1.6375591743e-06    3.1266746548e-07    1.3248917088e-06
8.0625000000e+03     1.6458122702e-06    3.1799633989e-07    1.3278159304e-06
8.0750000000e+03     1.6525703057e-06    3.2269050635e-07    1.3298797994e-06
8.0875000000e+03     1.6578251042e-06    3.2668784813e-07    1.3311372561e-06
8.1000000000e+03     1.6616020050e-06    3.2994132809e-07    1.3316606769e-06
8.1125000000e+03     1.6639521360e-06    3.3241943824e-07    1.3315326978e-06
8.1250000000e+03     1.6649453663e-06    3.3410627247e-07    1.3308390938e-06
8.1375000000e+03     1.6646643870e-06    3.3500119490e-07    1.3296631921e-06
8.1500000000e+03     1.6632001520e-06    3.3511812207e-07    1.3280820300e-06
8.1625000000e+03     1.6606488904e-06    3.3448450374e-07    1.3261643867e-06
8.1750000000e+03     1.6571108344e-06    3.3314013383e-07    1.3239707006e-06
8.1875000000e+03     1.6526905686e-06    3.3113591541e-07    1.3215546532e-06
8.2000000000e+03     1.6474985959e-06    3.2853263403e-07    1.3189659619e-06
8.2125000000e+03     1.6416534683e-06    3.2539969011e-07    1.3162537782e-06
8.2250000000e+03     1.6352836703e-06    3.2181365518e-07    1.3134700151e-06
8.2375000000e+03     1.6285283334e-06    3.1785650111e-07    1.3106718323e-06
8.2500000000e+03     1.6215358443e-06    3.1361342944e-07    1.3079224149e-06
8.2625000000e+03     1.6144596872e-06    3.0917038021e-07    1.3052893069e-06
8.2750000000e+03     1.6074515737e-06    3.0461146529e-07    1.3028401084e-06
8.2875000000e+03     1.6006529021e-06    3.0001667500e-07    1.3006362271e-06
8.3000000000e+03     1.5941863421e-06    2.9546018986e-07    1.2987261523e-06
8.3125000000e+03     1.5881493473e-06    2.9100948186e-07    1.2971398654e-06
8.3250000000e+03     1.5826105550e-06    2.8672515696e-07    1.2958853980e-06
8.3375000000e+03     1.5776088546e-06    2.8266126168e-07    1.2949475929e-06
8.3500000000e+03     1.5731541671e-06    2.7886564522e-07    1.2942885219e-06
8.3625000000e+03     1.5692291338e-06    2.7537999652e-07    1.2938491373e-06
8.3750000000e+03     1.5657917053e-06    2.7223936117e-07    1.2935523441e-06
8.3875000000e+03     1.5627792840e-06    2.6947121889e-07    1.2933080651e-06
8.4000000000e+03     1.5601149925e-06    2.6709445931e-07    1.2930205332e-06
8.4125000000e+03     1.5577158971e-06    2.6511872508e-07    1.2925971720e-06
8.4250000000e+03     1.5555023196e-06    2.6354453551e-07    1.2919577841e-06
8.4375000000e+03     1.5534073577e-06    2.6236437545e-07    1.2910429823e-06
8.4500000000e+03     1.5513862766e-06    2.6156461652e-07    1.2898216601e-06
8.4625000000e+03     1.5494256978e-06    2.6112785518e-07    1.2882978426e-06
8.4750000000e+03     1.5475517653e-06    2.6103511571e-07    1.2865166496e-06
8.4875000000e+03     1.5458350393e-06    2.6126742895e-07    1.2845676103e-06
8.5000000000e+03     1.5443890862e-06    2.6180653167e-07    1.2825825546e-06
8.5125000000e+03     1.5433608809e-06    2.6263473928e-07    1.2807261416e-06
8.5250000000e+03     1.5429140873e-06    2.6373430106e-07    1.2791797862e-06
8.5375000000e+03     1.5432093261e-06    2.6508665574e-07    1.2781226704e-06
8.5500000000e+03     1.5443865994e-06    2.6667193574e-07    1.2777146636e-06
8.5625000000e+03     1.5465534311e-06    2.6846887290e-07    1.2780845582e-06
8.5750000000e+03     1.5497793076e-06    2.7045503891e-07    1.2793242687e-06
