#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000921      0.005705     0.003739     0.001807     0.029715     19291.652461
0.000921      0.025322     0.011304     0.000000     0.078221     11153.872401
0.000922      0.021278     0.011271     0.000000     0.078613     12246.105185
0.000931      0.019399     0.010849     0.000000     0.077248     9630.490324
0.000939      0.017934     0.010496     0.000000     0.076473     7023.285583
0.000946      0.016795     0.010216     0.000000     0.076257     6236.698969
0.000952      0.015868     0.009986     0.000000     0.076481     5127.192695
0.000957      0.015093     0.009795     0.000000     0.077094     4503.376985
0.000962      0.014431     0.009635     0.000000     0.078068     4259.009501
0.000966      0.013856     0.009499     0.000000     0.079389     3172.163152
0.000969      0.013351     0.009382     0.000000     0.081057     3646.623166
0.000972      0.012901     0.009282     0.000000     0.083082     3252.382956
0.000975      0.012498     0.009194     0.000000     0.085480     2460.966827
0.000977      0.012133     0.009118     0.000000     0.088274     1812.870469
0.000979      0.011803     0.009050     0.000000     0.091495     2187.111956
0.000981      0.011502     0.008991     0.000000     0.095181     1415.469407
0.000983      0.011228     0.008937     0.000000     0.099376     1258.298052
0.000985      0.010977     0.008890     0.000000     0.104132     1791.253349
0.000986      0.010747     0.008848     0.000000     0.106172     1730.517409
0.000988      0.010537     0.008810     0.000000     0.105716     1636.331737
0.000989      0.010345     0.008776     0.000000     0.105308     1220.100457
0.000990      0.010170     0.008745     0.000000     0.104941     1215.186259
0.000991      0.010010     0.008718     0.000000     0.104611     1197.697923
0.000992      0.009865     0.008693     0.000000     0.104317     738.609429
0.000993      0.009733     0.008671     0.000000     0.104055     337.038259
0.000993      0.009615     0.008652     0.000000     0.103826     1099.045738
0.000995      0.009486     0.008617     0.000000     0.103403     1183.252166
0.000000      0.000000     0.000000     0.000000     0.000000     1248.372839
0.000000      0.000000     0.000000     0.000000     0.000000     1267.027787
0.000000      0.000000     0.000000     0.000000     0.000000     1266.016902
0.000000      0.000000     0.000000     0.000000     0.000000     1175.139295
0.000000      0.000000     0.000000     0.000000     0.000000     1047.475777
0.000000      0.000000     0.000000     0.000000     0.000000     788.798784
0.000000      0.000000     0.000000     0.000000     0.000000     101.649865
0.000000      0.000000     0.000000     0.000000     0.000000     991.934702
0.000000      0.000000     0.000000     0.000000     0.000000     1119.002820
0.000000      0.000000     0.000000     0.000000     0.000000     1243.151250
0.000000      0.000000     0.000000     0.000000     0.000000     1336.595736
0.000000      0.000000     0.000000     0.000000     0.000000     1429.190566
0.000000      0.000000     0.000000     0.000000     0.000000     1635.216941
0.000000      0.000000     0.000000     0.000000     0.000000     1355.139939
0.000000      0.000000     0.000000     0.000000     0.000000     1255.868604
0.000000      0.000000     0.000000     0.000000     0.000000     1148.288617
0.000000      0.000000     0.000000     0.000000     0.000000     398.185443
0.000000      0.000000     0.000000     0.000000     0.000000     994.310876
0.000000      0.000000     0.000000     0.000000     0.000000     1278.020661
0.000000      0.000000     0.000000     0.000000     0.000000     1425.208684
0.000000      0.000000     0.000000     0.000000     0.000000     1540.477952
0.000000      0.000000     0.000000     0.000000     0.000000     1656.330966
0.000000      0.000000     0.000000     0.000000     0.000000     1747.713816
0.000000      0.000000     0.000000     0.000000     0.000000     2067.894399
0.000000      0.000000     0.000000     0.000000     0.000000     1970.660498
0.000000      0.000000     0.000000     0.000000     0.000000     1724.938960
0.000000      0.000000     0.000000     0.000000     0.000000     1613.390953
0.000000      0.000000     0.000000     0.000000     0.000000     1321.299175
0.000000      0.000000     0.000000     0.000000     0.000000     1004.155248
0.000000      0.000000     0.000000     0.000000     0.000000     1634.689617
0.000000      0.000000     0.000000     0.000000     0.000000     1776.417361
0.000000      0.000000     0.000000     0.000000     0.000000     1927.366978
0.000000      0.000000     0.000000     0.000000     0.000000     2051.572552
0.000000      0.000000     0.000000     0.000000     0.000000     2197.820150
0.000000      0.000000     0.000000     0.000000     0.000000     2373.664968
0.000000      0.000000     0.000000     0.000000     0.000000     2920.450338
0.000000      0.000000     0.000000     0.000000     0.000000     2359.575134
0.000000      0.000000     0.000000     0.000000     0.000000     2298.351506
0.000000      0.000000     0.000000     0.000000     0.000000     2228.204077
0.000000      0.000000     0.000000     0.000000     0.000000     2174.448501
0.000000      0.000000     0.000000     0.000000     0.000000     2132.916433
0.000000      0.000000     0.000000     0.000000     0.000000     2087.498773
0.000000      0.000000     0.000000     0.000000     0.000000     2023.615238
0.000000      0.000000     0.000000     0.000000     0.000000     1966.866455
0.000000      0.000000     0.000000     0.000000     0.000000     1522.018352
0.000000      0.000000     0.000000     0.000000     0.000000     1781.208183
0.000000      0.000000     0.000000     0.000000     0.000000     2088.710827
0.000000      0.000000     0.000000     0.000000     0.000000     2220.117131
0.000000      0.000000     0.000000     0.000000     0.000000     2329.763544
0.000000      0.000000     0.000000     0.000000     0.000000     2426.790946
0.000000      0.000000     0.000000     0.000000     0.000000     2518.376210
0.000000      0.000000     0.000000     0.000000     0.000000     2606.015012
0.000000      0.000000     0.000000     0.000000     0.000000     2701.809529
0.000000      0.000000     0.000000     0.000000     0.000000     2793.954423
0.000000      0.000000     0.000000     0.000000     0.000000     2894.163637
0.000000      0.000000     0.000000     0.000000     0.000000     3003.276338
0.000000      0.000000     0.000000     0.000000     0.000000     3124.205222
0.000000      0.000000     0.000000     0.000000     0.000000     3271.383218
0.000000      0.000000     0.000000     0.000000     0.000000     3462.826098
0.000000      0.000000     0.000000     0.000000     0.000000     3642.892927
0.000000      0.000000     0.000000     0.000000     0.000000     4633.576546
0.000000      0.000000     0.000000     0.000000     0.000000     3772.627061
0.000000      0.000000     0.000000     0.000000     0.000000     3689.411759
0.000000      0.000000     0.000000     0.000000     0.000000     3620.812255
0.000000      0.000000     0.000000     0.000000     0.000000     3620.225768
0.000000      0.000000     0.000000     0.000000     0.000000     3653.825671
0.000000      0.000000     0.000000     0.000000     0.000000     3725.359005
0.000000      0.000000     0.000000     0.000000     0.000000     3846.093114
0.000000      0.000000     0.000000     0.000000     0.000000     4013.653599
0.000000      0.000000     0.000000     0.000000     0.000000     4316.394229
0.000000      0.000000     0.000000     0.000000     0.000000     4800.673686
