#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000935      0.006631     0.004312     0.001863     0.034004     58693.610120
0.000935      0.006654     0.004337     0.001870     0.034282     -16061.347175
0.000935      0.023886     0.010620     0.000000     0.075750     2365.165388
0.000924      0.020195     0.011108     0.000000     0.078536     -202.328166
0.000935      0.018357     0.010639     0.000000     0.077095     -5872.824451
0.000944      0.016988     0.010273     0.000000     0.076383     -1573.580963
0.000951      0.015948     0.009994     0.000000     0.076277     -7048.505911
0.000957      0.015114     0.009772     0.000000     0.076636     -5589.455658
0.000962      0.014423     0.009592     0.000000     0.077393     -2981.274638
0.000966      0.013836     0.009444     0.000000     0.078514     -2971.371159
0.000970      0.013327     0.009321     0.000000     0.079983     -3321.006275
0.000973      0.012878     0.009216     0.000000     0.081800     -4228.064584
0.000976      0.012478     0.009127     0.000000     0.083974     -6916.303860
0.000978      0.012119     0.009050     0.000000     0.086524     -7444.804069
0.000981      0.011793     0.008983     0.000000     0.089474     -4439.912469
0.000983      0.011496     0.008924     0.000000     0.092858     -4086.929413
0.000984      0.011225     0.008872     0.000000     0.096715     -3871.321851
0.000986      0.010976     0.008826     0.000000     0.101093     -3967.275339
0.000987      0.010748     0.008785     0.000000     0.105424     -4272.087182
0.000989      0.010539     0.008749     0.000000     0.104988     -5319.327359
0.000990      0.010347     0.008717     0.000000     0.104599     -7461.992190
0.000991      0.010172     0.008688     0.000000     0.104251     -5723.436099
0.000992      0.010011     0.008662     0.000000     0.103940     -3838.142940
0.000993      0.009864     0.008639     0.000000     0.103663     -3174.724504
0.000993      0.009730     0.008618     0.000000     0.103415     -2660.035768
0.000994      0.009609     0.008600     0.000000     0.103197     -2290.675768
0.000995      0.009500     0.008584     0.000000     0.103007     -2005.671349
0.000996      0.009381     0.008553     0.000000     0.102639     -1783.329306
0.000000      0.000000     0.000000     0.000000     0.000000     -1609.841442
0.000000      0.000000     0.000000     0.000000     0.000000     -1476.212284
0.000000      0.000000     0.000000     0.000000     0.000000     -1386.455190
0.000000      0.000000     0.000000     0.000000     0.000000     -1305.481984
0.000000      0.000000     0.000000     0.000000     0.000000     -1285.376303
0.000000      0.000000     0.000000     0.000000     0.000000     -1296.723507
0.000000      0.000000     0.000000     0.000000     0.000000     -1369.360621
0.000000      0.000000     0.000000     0.000000     0.000000     -1475.587375
0.000000      0.000000     0.000000     0.000000     0.000000     -2129.746438
0.000000      0.000000     0.000000     0.000000     0.000000     -1924.844207
0.000000      0.000000     0.000000     0.000000     0.000000     -1918.500352
0.000000      0.000000     0.000000     0.000000     0.000000     -3211.072022
0.000000      0.000000     0.000000     0.000000     0.000000     -1255.580594
0.000000      0.000000     0.000000     0.000000     0.000000     -870.658211
0.000000      0.000000     0.000000     0.000000     0.000000     -459.418465
0.000000      0.000000     0.000000     0.000000     0.000000     -172.846482
0.000000      0.000000     0.000000     0.000000     0.000000     69.069629
0.000000      0.000000     0.000000     0.000000     0.000000     298.821108
0.000000      0.000000     0.000000     0.000000     0.000000     482.945378
0.000000      0.000000     0.000000     0.000000     0.000000     648.424328
0.000000      0.000000     0.000000     0.000000     0.000000     819.453507
0.000000      0.000000     0.000000     0.000000     0.000000     957.226078
0.000000      0.000000     0.000000     0.000000     0.000000     1084.344698
0.000000      0.000000     0.000000     0.000000     0.000000     1221.915774
0.000000      0.000000     0.000000     0.000000     0.000000     1330.566138
0.000000      0.000000     0.000000     0.000000     0.000000     1430.658120
0.000000      0.000000     0.000000     0.000000     0.000000     1540.980724
0.000000      0.000000     0.000000     0.000000     0.000000     1621.184584
0.000000      0.000000     0.000000     0.000000     0.000000     1684.612781
0.000000      0.000000     0.000000     0.000000     0.000000     1751.387979
0.000000      0.000000     0.000000     0.000000     0.000000     1652.420471
0.000000      0.000000     0.000000     0.000000     0.000000     1549.829549
0.000000      0.000000     0.000000     0.000000     0.000000     2174.112250
0.000000      0.000000     0.000000     0.000000     0.000000     2423.495240
0.000000      0.000000     0.000000     0.000000     0.000000     2997.930098
0.000000      0.000000     0.000000     0.000000     0.000000     2727.160959
0.000000      0.000000     0.000000     0.000000     0.000000     2797.718265
0.000000      0.000000     0.000000     0.000000     0.000000     2872.723202
0.000000      0.000000     0.000000     0.000000     0.000000     2958.455015
0.000000      0.000000     0.000000     0.000000     0.000000     3049.413619
0.000000      0.000000     0.000000     0.000000     0.000000     3143.990548
0.000000      0.000000     0.000000     0.000000     0.000000     3241.403775
0.000000      0.000000     0.000000     0.000000     0.000000     3341.407385
0.000000      0.000000     0.000000     0.000000     0.000000     3444.022031
0.000000      0.000000     0.000000     0.000000     0.000000     3549.441640
0.000000      0.000000     0.000000     0.000000     0.000000     3657.967025
0.000000      0.000000     0.000000     0.000000     0.000000     3770.133827
0.000000      0.000000     0.000000     0.000000     0.000000     3885.834963
0.000000      0.000000     0.000000     0.000000     0.000000     4010.987794
0.000000      0.000000     0.000000     0.000000     0.000000     4125.018865
0.000000      0.000000     0.000000     0.000000     0.000000     4260.393139
0.000000      0.000000     0.000000     0.000000     0.000000     4396.274071
0.000000      0.000000     0.000000     0.000000     0.000000     4538.885910
0.000000      0.000000     0.000000     0.000000     0.000000     4685.440374
0.000000      0.000000     0.000000     0.000000     0.000000     4850.082177
0.000000      0.000000     0.000000     0.000000     0.000000     4872.994204
0.000000      0.000000     0.000000     0.000000     0.000000     5139.391197
0.000000      0.000000     0.000000     0.000000     0.000000     5810.540191
0.000000      0.000000     0.000000     0.000000     0.000000     6248.035166
0.000000      0.000000     0.000000     0.000000     0.000000     8241.132380
0.000000      0.000000     0.000000     0.000000     0.000000     6765.595155
0.000000      0.000000     0.000000     0.000000     0.000000     6534.899035
0.000000      0.000000     0.000000     0.000000     0.000000     6492.936898
0.000000      0.000000     0.000000     0.000000     0.000000     6472.249692
0.000000      0.000000     0.000000     0.000000     0.000000     6558.007659
0.000000      0.000000     0.000000     0.000000     0.000000     6739.801745
0.000000      0.000000     0.000000     0.000000     0.000000     6998.381150
0.000000      0.000000     0.000000     0.000000     0.000000     7451.326853
0.000000      0.000000     0.000000     0.000000     0.000000     8199.884688
0.000000      0.000000     0.000000     0.000000     0.000000     8281.045513
