#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000947      0.004486     0.003036     0.002422     0.024983     -1186.191447
0.000947      0.032495     0.013184     0.000000     0.090018     11662.526255
0.000935      0.030003     0.013894     0.000000     0.094382     10453.213019
0.000938      0.028164     0.013709     0.000000     0.093708     8993.855600
0.000941      0.026517     0.013519     0.000000     0.093284     7840.436543
0.000945      0.025049     0.013332     0.000000     0.093139     7111.622695
0.000948      0.023725     0.013149     0.000000     0.093267     6180.268303
0.000952      0.022527     0.012972     0.000000     0.093685     5643.989212
0.000955      0.021443     0.012804     0.000000     0.094412     5369.304753
0.000958      0.020461     0.012644     0.000000     0.095470     4853.307616
0.000961      0.019573     0.012496     0.000000     0.096884     4666.828110
0.000964      0.018768     0.012358     0.000000     0.098682     4299.154348
0.000967      0.018038     0.012232     0.000000     0.100891     3712.322046
0.000970      0.017375     0.012116     0.000000     0.103547     3252.325211
0.000972      0.016773     0.012010     0.000000     0.106687     3418.292033
0.000975      0.016226     0.011913     0.000000     0.110357     3090.118444
0.000977      0.015729     0.011826     0.000000     0.114608     2960.671446
0.000979      0.015276     0.011746     0.000000     0.119499     2936.536266
0.000981      0.014864     0.011673     0.000000     0.125101     2781.161220
0.000982      0.014488     0.011608     0.000000     0.131493     2612.721934
0.000984      0.014147     0.011548     0.000000     0.138574     2167.257131
0.000985      0.013837     0.011494     0.000000     0.137926     2184.776676
0.000987      0.013555     0.011445     0.000000     0.137341     2220.038413
0.000988      0.013299     0.011401     0.000000     0.136814     2042.172988
0.000989      0.013069     0.011362     0.000000     0.136341     1926.198417
0.000990      0.012861     0.011327     0.000000     0.135922     2028.789588
0.000992      0.012624     0.011255     0.000000     0.135057     1974.930515
0.000000      0.000000     0.000000     0.000000     0.000000     1909.079027
0.000000      0.000000     0.000000     0.000000     0.000000     1831.361828
0.000000      0.000000     0.000000     0.000000     0.000000     1573.877483
0.000000      0.000000     0.000000     0.000000     0.000000     1649.480630
0.000000      0.000000     0.000000     0.000000     0.000000     1639.955899
0.000000      0.000000     0.000000     0.000000     0.000000     1543.517201
0.000000      0.000000     0.000000     0.000000     0.000000     1389.663616
0.000000      0.000000     0.000000     0.000000     0.000000     1551.034113
0.000000      0.000000     0.000000     0.000000     0.000000     1544.065898
0.000000      0.000000     0.000000     0.000000     0.000000     1527.966737
0.000000      0.000000     0.000000     0.000000     0.000000     1498.948596
0.000000      0.000000     0.000000     0.000000     0.000000     1450.810601
0.000000      0.000000     0.000000     0.000000     0.000000     1339.885797
0.000000      0.000000     0.000000     0.000000     0.000000     1406.423619
0.000000      0.000000     0.000000     0.000000     0.000000     1374.015461
0.000000      0.000000     0.000000     0.000000     0.000000     1348.635623
0.000000      0.000000     0.000000     0.000000     0.000000     1145.577503
0.000000      0.000000     0.000000     0.000000     0.000000     1300.746251
0.000000      0.000000     0.000000     0.000000     0.000000     1334.369294
0.000000      0.000000     0.000000     0.000000     0.000000     1347.992947
0.000000      0.000000     0.000000     0.000000     0.000000     1352.370578
0.000000      0.000000     0.000000     0.000000     0.000000     1346.337060
0.000000      0.000000     0.000000     0.000000     0.000000     1339.681360
0.000000      0.000000     0.000000     0.000000     0.000000     1324.151696
0.000000      0.000000     0.000000     0.000000     0.000000     1310.327785
0.000000      0.000000     0.000000     0.000000     0.000000     1292.015139
0.000000      0.000000     0.000000     0.000000     0.000000     1265.142219
0.000000      0.000000     0.000000     0.000000     0.000000     1184.703921
0.000000      0.000000     0.000000     0.000000     0.000000     1130.034745
0.000000      0.000000     0.000000     0.000000     0.000000     1256.578778
0.000000      0.000000     0.000000     0.000000     0.000000     1277.306260
0.000000      0.000000     0.000000     0.000000     0.000000     1301.110610
0.000000      0.000000     0.000000     0.000000     0.000000     1314.928007
0.000000      0.000000     0.000000     0.000000     0.000000     1329.174746
0.000000      0.000000     0.000000     0.000000     0.000000     1343.833389
0.000000      0.000000     0.000000     0.000000     0.000000     1397.671598
0.000000      0.000000     0.000000     0.000000     0.000000     1336.703185
0.000000      0.000000     0.000000     0.000000     0.000000     1325.178300
0.000000      0.000000     0.000000     0.000000     0.000000     1310.406789
0.000000      0.000000     0.000000     0.000000     0.000000     1294.406981
0.000000      0.000000     0.000000     0.000000     0.000000     1275.098917
0.000000      0.000000     0.000000     0.000000     0.000000     1218.973995
0.000000      0.000000     0.000000     0.000000     0.000000     1152.402033
0.000000      0.000000     0.000000     0.000000     0.000000     1282.887742
0.000000      0.000000     0.000000     0.000000     0.000000     1313.801838
0.000000      0.000000     0.000000     0.000000     0.000000     1341.484770
0.000000      0.000000     0.000000     0.000000     0.000000     1368.425361
0.000000      0.000000     0.000000     0.000000     0.000000     1391.199792
0.000000      0.000000     0.000000     0.000000     0.000000     1414.500951
0.000000      0.000000     0.000000     0.000000     0.000000     1443.081167
0.000000      0.000000     0.000000     0.000000     0.000000     1471.065119
0.000000      0.000000     0.000000     0.000000     0.000000     1512.452587
0.000000      0.000000     0.000000     0.000000     0.000000     1551.881661
0.000000      0.000000     0.000000     0.000000     0.000000     1729.168742
0.000000      0.000000     0.000000     0.000000     0.000000     1672.713060
0.000000      0.000000     0.000000     0.000000     0.000000     1554.758680
0.000000      0.000000     0.000000     0.000000     0.000000     1518.366268
0.000000      0.000000     0.000000     0.000000     0.000000     1479.241836
0.000000      0.000000     0.000000     0.000000     0.000000     1374.015643
0.000000      0.000000     0.000000     0.000000     0.000000     1516.457627
0.000000      0.000000     0.000000     0.000000     0.000000     1555.230799
0.000000      0.000000     0.000000     0.000000     0.000000     1603.694105
0.000000      0.000000     0.000000     0.000000     0.000000     1659.680615
0.000000      0.000000     0.000000     0.000000     0.000000     1730.366962
0.000000      0.000000     0.000000     0.000000     0.000000     1816.208307
0.000000      0.000000     0.000000     0.000000     0.000000     2084.513299
0.000000      0.000000     0.000000     0.000000     0.000000     2198.095436
0.000000      0.000000     0.000000     0.000000     0.000000     1871.913430
0.000000      0.000000     0.000000     0.000000     0.000000     1826.898072
0.000000      0.000000     0.000000     0.000000     0.000000     1801.364930
0.000000      0.000000     0.000000     0.000000     0.000000     1826.873352
