#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001035      0.004064     0.002721     0.004146     0.022110     -17391.473228
0.001035      0.108637     0.015906     0.000000     0.158175     4129.444962
0.001031      0.105398     0.016420     0.000000     0.162326     5041.423814
0.001026      0.102894     0.017079     0.000000     0.162536     4871.519171
0.001020      0.100032     0.017826     0.000000     0.162827     4537.986069
0.001014      0.096850     0.018675     0.000000     0.163342     4297.944483
0.001007      0.093320     0.019649     0.000000     0.164222     3937.906784
0.000998      0.089433     0.020786     0.000000     0.165727     3655.727502
0.000988      0.085206     0.022151     0.000000     0.168360     3452.573428
0.000975      0.080703     0.023843     0.000000     0.172998     3176.720444
0.000963      0.075839     0.025362     0.000000     0.177642     2986.985532
0.000954      0.070733     0.026510     0.000000     0.181568     2823.968453
0.000948      0.065581     0.027342     0.000000     0.185328     2606.387818
0.000944      0.060541     0.027856     0.000000     0.189111     2473.131510
0.000942      0.055757     0.028078     0.000000     0.193188     2420.522995
0.000942      0.051343     0.028059     0.000000     0.197880     2254.987982
0.000944      0.047374     0.027860     0.000000     0.203540     2156.438589
0.000947      0.043880     0.027544     0.000000     0.210520     2094.485627
0.000951      0.040856     0.027167     0.000000     0.219163     1985.063427
0.000955      0.038271     0.026771     0.000000     0.229796     1876.902333
0.000959      0.036075     0.026385     0.000000     0.242749     1574.421165
0.000963      0.034217     0.026024     0.000000     0.258371     1659.381888
0.000966      0.032644     0.025697     0.000000     0.277058     1633.310555
0.000970      0.031311     0.025405     0.000000     0.299281     1544.579722
0.000973      0.030173     0.025143     0.000000     0.301705     1472.764773
0.000976      0.029190     0.024904     0.000000     0.298832     1484.278067
0.000983      0.027845     0.024301     0.000000     0.291591     1436.511966
0.000000      0.000000     0.000000     0.000000     0.000000     1378.805261
0.000000      0.000000     0.000000     0.000000     0.000000     1321.166766
0.000000      0.000000     0.000000     0.000000     0.000000     1111.411834
0.000000      0.000000     0.000000     0.000000     0.000000     1227.314329
0.000000      0.000000     0.000000     0.000000     0.000000     1200.408949
0.000000      0.000000     0.000000     0.000000     0.000000     1156.138467
0.000000      0.000000     0.000000     0.000000     0.000000     1080.357577
0.000000      0.000000     0.000000     0.000000     0.000000     1129.043107
0.000000      0.000000     0.000000     0.000000     0.000000     1109.747834
0.000000      0.000000     0.000000     0.000000     0.000000     1088.179841
0.000000      0.000000     0.000000     0.000000     0.000000     1057.384833
0.000000      0.000000     0.000000     0.000000     0.000000     995.373690
0.000000      0.000000     0.000000     0.000000     0.000000     936.212557
0.000000      0.000000     0.000000     0.000000     0.000000     989.277434
0.000000      0.000000     0.000000     0.000000     0.000000     976.341229
0.000000      0.000000     0.000000     0.000000     0.000000     961.551473
0.000000      0.000000     0.000000     0.000000     0.000000     884.781533
0.000000      0.000000     0.000000     0.000000     0.000000     927.306969
0.000000      0.000000     0.000000     0.000000     0.000000     937.488384
0.000000      0.000000     0.000000     0.000000     0.000000     934.451893
0.000000      0.000000     0.000000     0.000000     0.000000     928.430930
0.000000      0.000000     0.000000     0.000000     0.000000     916.779276
0.000000      0.000000     0.000000     0.000000     0.000000     903.619881
0.000000      0.000000     0.000000     0.000000     0.000000     862.674897
0.000000      0.000000     0.000000     0.000000     0.000000     874.677446
0.000000      0.000000     0.000000     0.000000     0.000000     873.275046
0.000000      0.000000     0.000000     0.000000     0.000000     864.276180
0.000000      0.000000     0.000000     0.000000     0.000000     835.236493
0.000000      0.000000     0.000000     0.000000     0.000000     802.366931
0.000000      0.000000     0.000000     0.000000     0.000000     852.719367
0.000000      0.000000     0.000000     0.000000     0.000000     858.094186
0.000000      0.000000     0.000000     0.000000     0.000000     863.347474
0.000000      0.000000     0.000000     0.000000     0.000000     865.996126
0.000000      0.000000     0.000000     0.000000     0.000000     867.844743
0.000000      0.000000     0.000000     0.000000     0.000000     873.241809
0.000000      0.000000     0.000000     0.000000     0.000000     880.760706
0.000000      0.000000     0.000000     0.000000     0.000000     857.885381
0.000000      0.000000     0.000000     0.000000     0.000000     849.112582
0.000000      0.000000     0.000000     0.000000     0.000000     837.786584
0.000000      0.000000     0.000000     0.000000     0.000000     803.727037
0.000000      0.000000     0.000000     0.000000     0.000000     798.649162
0.000000      0.000000     0.000000     0.000000     0.000000     839.004762
0.000000      0.000000     0.000000     0.000000     0.000000     849.029049
0.000000      0.000000     0.000000     0.000000     0.000000     860.061110
0.000000      0.000000     0.000000     0.000000     0.000000     870.752255
0.000000      0.000000     0.000000     0.000000     0.000000     884.973596
0.000000      0.000000     0.000000     0.000000     0.000000     897.922132
0.000000      0.000000     0.000000     0.000000     0.000000     992.621234
0.000000      0.000000     0.000000     0.000000     0.000000     897.373821
0.000000      0.000000     0.000000     0.000000     0.000000     881.544365
0.000000      0.000000     0.000000     0.000000     0.000000     865.870132
0.000000      0.000000     0.000000     0.000000     0.000000     853.267685
