#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000000      0.000000     0.000000     0.000000     0.000000     408.975619
0.000000      0.000000     0.000000     0.000000     0.000000     408.292128
0.000000      0.000000     0.000000     0.000000     0.000000     394.813202
0.000000      0.000000     0.000000     0.000000     0.000000     385.442449
0.000000      0.000000     0.000000     0.000000     0.000000     361.894816
0.000000      0.000000     0.000000     0.000000     0.000000     389.471296
0.000000      0.000000     0.000000     0.000000     0.000000     393.199825
0.000000      0.000000     0.000000     0.000000     0.000000     397.428478
0.000000      0.000000     0.000000     0.000000     0.000000     400.430610
0.000000      0.000000     0.000000     0.000000     0.000000     403.047786
0.000000      0.000000     0.000000     0.000000     0.000000     405.627426
0.000000      0.000000     0.000000     0.000000     0.000000     407.573895
0.000000      0.000000     0.000000     0.000000     0.000000     410.099333
0.000000      0.000000     0.000000     0.000000     0.000000     412.540857
0.000000      0.000000     0.000000     0.000000     0.000000     415.149661
0.000000      0.000000     0.000000     0.000000     0.000000     417.968864
0.000000      0.000000     0.000000     0.000000     0.000000     421.075161
0.000000      0.000000     0.000000     0.000000     0.000000     424.528794
0.000000      0.000000     0.000000     0.000000     0.000000     428.603111
0.000000      0.000000     0.000000     0.000000     0.000000     432.755446
0.000000      0.000000     0.000000     0.000000     0.000000     438.228219
0.000000      0.000000     0.000000     0.000000     0.000000     444.590620
0.000000      0.000000     0.000000     0.000000     0.000000     453.211748
0.000000      0.000000     0.000000     0.000000     0.000000     461.809414
0.000000      0.000000     0.000000     0.000000     0.000000     501.461635
0.000000      0.000000     0.000000     0.000000     0.000000     473.382068
0.000000      0.000000     0.000000     0.000000     0.000000     476.621804
0.000000      0.000000     0.000000     0.000000     0.000000     504.676880
0.000000      0.000000     0.000000     0.000000     0.000000     489.239416
0.000000      0.000000     0.000000     0.000000     0.000000     471.534130
0.000000      0.000000     0.000000     0.000000     0.000000     467.191276
0.000000      0.000000     0.000000     0.000000     0.000000     465.831988
0.000000      0.000000     0.000000     0.000000     0.000000     466.768473
0.000000      0.000000     0.000000     0.000000     0.000000     470.123857
0.000000      0.000000     0.000000     0.000000     0.000000     476.605367
0.000000      0.000000     0.000000     0.000000     0.000000     485.994776
0.000000      0.000000     0.000000     0.000000     0.000000     500.419995
0.000000      0.000000     0.000000     0.000000     0.000000     521.017160
