#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001175      0.004359     0.002747     0.002789     0.021059     -20110.812049
0.001172      0.004416     0.002791     0.002782     0.021445     -20615.149455
0.001170      0.004464     0.002830     0.002783     0.021813     -22883.528733
0.001169      0.004502     0.002866     0.002792     0.022158     -23031.287265
0.001168      0.004524     0.002894     0.002814     0.022471     -20783.568048
0.001167      0.004538     0.002917     0.002842     0.022762     -20377.069193
0.001172      0.004449     0.002895     0.002960     0.022853     -20109.087230
0.001161      0.004692     0.003018     0.002786     0.023559     -20035.339819
0.001154      0.004845     0.003102     0.002699     0.024105     -20067.703934
0.001148      0.004987     0.003180     0.002627     0.024633     -20268.661219
0.001143      0.005113     0.003252     0.002569     0.025133     -20678.064447
0.001138      0.005230     0.003321     0.002521     0.025620     -21183.565421
0.001134      0.005338     0.003385     0.002481     0.026090     -23698.487254
0.001130      0.005438     0.003446     0.002447     0.026549     -24184.261086
0.001127      0.005532     0.003505     0.002419     0.026997     -21220.392135
0.001123      0.005620     0.003561     0.002394     0.027434     -20673.437257
0.001120      0.005702     0.003615     0.002375     0.027859     -20272.330653
0.001117      0.005778     0.003666     0.002358     0.028274     -20061.956375
0.001115      0.005845     0.003714     0.002348     0.028672     -20022.017319
0.001113      0.005901     0.003756     0.002343     0.029050     -20115.041740
0.001111      0.005951     0.003796     0.002341     0.029415     -20320.960876
0.001112      0.005939     0.003809     0.002374     0.029661     -20724.573706
0.001108      0.006064     0.003881     0.002330     0.030161     -21396.162294
0.001101      0.006275     0.003990     0.002245     0.030824     -22154.121975
0.001095      0.006445     0.004080     0.002185     0.031412     -26885.232138
0.001090      0.006605     0.004167     0.002133     0.031986     -24571.203987
0.001085      0.006757     0.004251     0.002087     0.032546     -22322.221701
0.001081      0.006904     0.004332     0.002046     0.033100     -21858.037067
0.001077      0.007045     0.004411     0.002008     0.033644     -21666.166450
0.001073      0.007183     0.004489     0.001974     0.034183     -21835.244482
0.001069      0.007317     0.004565     0.001942     0.034718     -22410.621382
0.001065      0.007449     0.004640     0.001913     0.035249     -23121.155671
0.001061      0.007577     0.004714     0.001886     0.035775     -28070.244239
0.001058      0.007703     0.004787     0.001860     0.036300     -25565.515543
0.001055      0.007824     0.004858     0.001837     0.036815     -24317.834383
0.001051      0.007940     0.004927     0.001817     0.037323     -24492.507471
0.001048      0.008048     0.004993     0.001799     0.037818     -29554.697531
0.001046      0.008143     0.005054     0.001787     0.038290     -26183.864265
0.001044      0.008232     0.005113     0.001776     0.038754     -25462.934989
0.001044      0.008208     0.005126     0.001801     0.039012     -29289.717907
0.001030      0.008825     0.005395     0.001635     0.040417     -30310.246406
0.001019      0.009345     0.005620     0.001515     0.041638     -30498.592633
0.001009      0.009869     0.005843     0.001408     0.042855     -33099.494549
0.001000      0.010405     0.006065     0.001309     0.044083     -33439.414310
0.000991      0.010966     0.006291     0.001216     0.045339     -33302.917803
0.000981      0.011576     0.006528     0.001125     0.046659     -34434.545653
