0.0890624525     0.0503314776     0.0005303485     -0.0000002728     0.0000020888     0.0000062538
0.0890624525     0.0498125964     0.0007036548     -0.0000002729     0.0000020894     0.0000062538
0.0890624525     0.0492937152     0.0008770130     -0.0000002729     0.0000020894     0.0000062538
0.0890624525     0.0487748340     0.0010503712     -0.0000002729     0.0000020894     0.0000062538
0.0890624525     0.0482559528     0.0012237295     -0.0000002729     0.0000020894     0.0000062538
0.0890624525     0.0477370715     0.0013970877     -0.0000002728     0.0000020888     0.0000062538
0.0890624525     0.0472181903     0.0015703940     -0.0000002676     0.0000020450     0.0000062538
0.0890624525     0.0466993091     0.0017400681     -0.0000002641     0.0000020150     0.0000062538
0.0890624525     0.0461804279     0.0019072517     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0456615467     0.0020536800     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0451426655     0.0022000563     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0446237843     0.0023464846     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0441049031     0.0024928610     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0435860218     0.0026392893     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0430671406     0.0027856657     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0425482594     0.0029320940     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0420293782     0.0030785222     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0415104970     0.0032248986     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0409916158     0.0033713269     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0404727346     0.0035177033     -0.0000002350     0.0000017648     0.0000062538
0.0890624525     0.0399538534     0.0036641316     -0.0000002349     0.0000017642     0.0000062538
0.0890624525     0.0394349721     0.0038105080     -0.0000002423     0.0000018386     0.0000062538
0.0890624525     0.0389160909     0.0039630590     -0.0000002548     0.0000019656     0.0000062538
0.0890624525     0.0383972097     0.0041261434     -0.0000002547     0.0000019649     0.0000062538
0.0890624525     0.0378783285     0.0042891759     -0.0000002462     0.0000018761     0.0000062538
0.0890624525     0.0373594473     0.0044448402     -0.0000002244     0.0000016441     0.0000062538
0.0890624525     0.0368405661     0.0045812541     -0.0000002244     0.0000016435     0.0000062538
0.0890624525     0.0363216849     0.0047176161     -0.0000002244     0.0000016441     0.0000062538
0.0890624525     0.0358028037     0.0048540300     -0.0000002244     0.0000016441     0.0000062538
0.0890624525     0.0352839224     0.0049904438     -0.0000002244     0.0000016441     0.0000062538
0.0890624525     0.0347650412     0.0051268577     -0.0000002244     0.0000016441     0.0000062538
0.0890624525     0.0342461600     0.0052632716     -0.0000002307     0.0000017167     0.0000062538
0.0890624525     0.0337272788     0.0054057045     -0.0000002325     0.0000017379     0.0000062538
0.0890624525     0.0332083976     0.0055499016     -0.0000002217     0.0000016085     0.0000062538
0.0890624525     0.0326895164     0.0056833578     -0.0000002086     0.0000014490     0.0000062538
0.0890624525     0.0321706352     0.0058035826     -0.0000002085     0.0000014484     0.0000062538
0.0890624525     0.0316517540     0.0059237555     -0.0000002085     0.0000014484     0.0000062538
0.0890624525     0.0311328727     0.0060439284     -0.0000002085     0.0000014484     0.0000062538
0.0890624525     0.0306139915     0.0061641013     -0.0000002086     0.0000014490     0.0000062538
0.0890624525     0.0300951103     0.0062843260     -0.0000002040     0.0000013883     0.0000062538
0.0890624525     0.0295762291     0.0063995177     -0.0000002027     0.0000013708     0.0000062538
0.0890624525     0.0290573479     0.0065132564     -0.0000001910     0.0000012120     0.0000062538
0.0890624525     0.0285384667     0.0066138156     -0.0000001901     0.0000011988     0.0000062538
0.0890624525     0.0280195855     0.0067132851     -0.0000001901     0.0000011988     0.0000062538
0.0890624525     0.0275007043     0.0068127547     -0.0000001901     0.0000011995     0.0000062538
0.0890624525     0.0269818230     0.0069122761     -0.0000001901     0.0000011988     0.0000062538
0.0890624525     0.0264629418     0.0070117456     -0.0000001883     0.0000011713     0.0000062538
0.0890624525     0.0259440606     0.0071089321     -0.0000001769     0.0000009975     0.0000062538
0.0890624525     0.0254251794     0.0071916936     -0.0000001706     0.0000008980     0.0000062538
0.0890624525     0.0249062982     0.0072662049     -0.0000001694     0.0000008799     0.0000062538
0.0890624525     0.0243874170     0.0073392115     -0.0000001694     0.0000008799     0.0000062538
0.0890624525     0.0238685358     0.0074122181     -0.0000001695     0.0000008805     0.0000062538
0.0890624525     0.0233496546     0.0074852766     -0.0000001694     0.0000008799     0.0000062538
0.0890624525     0.0228307733     0.0075582832     -0.0000001686     0.0000008661     0.0000062538
0.0890624525     0.0223118921     0.0076301482     -0.0000001551     0.0000006248     0.0000062538
0.0890624525     0.0217930109     0.0076819845     -0.0000001496     0.0000005247     0.0000062538
0.0890624525     0.0212741297     0.0077255186     -0.0000001481     0.0000004959     0.0000062538
0.0890624525     0.0207552485     0.0077666659     -0.0000001480     0.0000004953     0.0000062538
0.0890624525     0.0202363673     0.0078077613     -0.0000001481     0.0000004959     0.0000062538
0.0890624525     0.0197174861     0.0078489085     -0.0000001480     0.0000004953     0.0000062538
0.0890624525     0.0191986049     0.0078900039     -0.0000001464     0.0000004622     0.0000062538
0.0890624525     0.0186797236     0.0079283493     -0.0000001292     0.0000000951     0.0000062538
0.0890624525     0.0181608424     0.0079362363     -0.0000001289     0.0000000894     0.0000062538
0.0890624525     0.0176419612     0.0079436563     -0.0000001285     0.0000000807     0.0000062538
0.0890624525     0.0171230800     0.0079503498     -0.0000001286     0.0000000813     0.0000062538
0.0890624525     0.0166041988     0.0079570953     -0.0000001285     0.0000000807     0.0000062538
0.0890624525     0.0160853176     0.0079637888     -0.0000001279     0.0000000657     0.0000062538
0.0890624525     0.0155664364     0.0079692371     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0150475552     0.0079264813     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0145286739     0.0078837255     -0.0000001052     -0.0000005159     0.0000062538
0.0890624525     0.0140097927     0.0078409178     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0134909115     0.0077981620     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0129720303     0.0077554062     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0124531491     0.0077126503     -0.0000001052     -0.0000005153     0.0000062538
0.0890624525     0.0119342679     0.0076698945     -0.0000001031     -0.0000005860     0.0000062538
0.0890624525     0.0114153867     0.0076212754     -0.0000000970     -0.0000007986     0.0000062538
0.0890624525     0.0108965055     0.0075550142     -0.0000000867     -0.0000011745     0.0000062538
0.0890624525     0.0103776243     0.0074575683     -0.0000000867     -0.0000011738     0.0000062538
0.0890624525     0.0098587430     0.0073601743     -0.0000000864     -0.0000011832     0.0000062538
0.0890624525     0.0093398618     0.0072620020     -0.0000000821     -0.0000013658     0.0000062538
0.0890624525     0.0088209806     0.0071486784     -0.0000000758     -0.0000016516     0.0000062538
0.0890624525     0.0083020994     0.0070116418     -0.0000000749     -0.0000016954     0.0000062538
0.0890624525     0.0077832182     0.0068709731     -0.0000000749     -0.0000016960     0.0000062538
0.0890624525     0.0072643370     0.0067302525     -0.0000000666     -0.0000021482     0.0000062538
0.0890624525     0.0067454558     0.0065520168     -0.0000000631     -0.0000023570     0.0000062538
0.0890624525     0.0062265745     0.0063564505     -0.0000000628     -0.0000023727     0.0000062538
0.0890624525     0.0057076933     0.0061595870     -0.0000000628     -0.0000023727     0.0000062538
0.0890624525     0.0051888121     0.0059627235     -0.0000000540     -0.0000030475     0.0000062538
0.0890624525     0.0046699309     0.0057098726     -0.0000000512     -0.0000032895     0.0000062538
0.0890624525     0.0041510497     0.0054369411     -0.0000000512     -0.0000032895     0.0000062538
0.0890624525     0.0036321685     0.0051640096     -0.0000000476     -0.0000036829     0.0000062538
0.0890624525     0.0031132873     0.0048584405     -0.0000000421     -0.0000043883     0.0000062538
0.0890624525     0.0025944061     0.0044943415     -0.0000000391     -0.0000048423     0.0000062538
0.0890624525     0.0020755248     0.0040925718     -0.0000000343     -0.0000057566     0.0000062538
0.0890624525     0.0015566436     0.0036149416     -0.0000000306     -0.0000067022     0.0000062538
0.0890624525     0.0010377624     0.0030588566     -0.0000000252     -0.0000087872     0.0000062538
0.0890624525     0.0005188812     0.0023297766     -0.0000000171     -0.0000149659     0.0000062538
0.0890624525     0.0000000000     0.0010880420     0.0000000171     -0.0000237193     -0.0000062538
0.0890624525     0.0005188812     -0.0008799706     -0.0000000070     -0.0000052288     -0.0000062538
0.0890624525     0.0010377624     -0.0013138072     -0.0000000107     -0.0000038229     -0.0000062538
0.0890624525     0.0015566436     -0.0016309993     -0.0000000135     -0.0000030944     -0.0000062538
0.0890624525     0.0020755248     -0.0018877417     -0.0000000166     -0.0000025109     -0.0000062538
0.0890624525     0.0025944061     -0.0020960725     -0.0000000184     -0.0000022364     -0.0000062538
0.0890624525     0.0031132873     -0.0022816245     -0.0000000209     -0.0000019124     -0.0000062538
0.0890624525     0.0036321685     -0.0024402983     -0.0000000231     -0.0000016773     -0.0000062538
0.0890624525     0.0041510497     -0.0025794623     -0.0000000234     -0.0000016429     -0.0000062538
0.0890624525     0.0046699309     -0.0027157724     -0.0000000263     -0.0000013983     -0.0000062538
0.0890624525     0.0051888121     -0.0028317942     -0.0000000287     -0.0000012107     -0.0000062538
0.0890624525     0.0057076933     -0.0029322496     -0.0000000288     -0.0000012101     -0.0000062538
0.0890624525     0.0062265745     -0.0030326531     -0.0000000313     -0.0000010456     -0.0000062538
0.0890624525     0.0067454558     -0.0031194101     -0.0000000359     -0.0000007748     -0.0000062538
0.0890624525     0.0072643370     -0.0031836995     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0077832182     -0.0032396867     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0083020994     -0.0032956740     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0088209806     -0.0033516613     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0093398618     -0.0034076486     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0098587430     -0.0034636359     -0.0000000378     -0.0000006748     -0.0000062538
0.0890624525     0.0103776243     -0.0035196232     -0.0000000462     -0.0000003508     -0.0000062538
0.0890624525     0.0108965055     -0.0035487324     -0.0000000499     -0.0000002151     -0.0000062538
0.0890624525     0.0114153867     -0.0035665819     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0119342679     -0.0035773746     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0124531491     -0.0035881674     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0129720303     -0.0035989601     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0134909115     -0.0036097528     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0140097927     -0.0036205455     -0.0000000524     -0.0000001301     -0.0000062538
0.0890624525     0.0145286739     -0.0036313383     -0.0000000545     -0.0000000707     -0.0000062538
0.0890624525     0.0150475552     -0.0036372016     -0.0000000584     0.0000000325     -0.0000062538
0.0890624525     0.0155664364     -0.0036345035     -0.0000000671     0.0000002533     -0.0000062538
0.0890624525     0.0160853176     -0.0036134888     -0.0000000671     0.0000002533     -0.0000062538
0.0890624525     0.0166041988     -0.0035924741     -0.0000000671     0.0000002527     -0.0000062538
0.0890624525     0.0171230800     -0.0035715113     -0.0000000671     0.0000002533     -0.0000062538
0.0890624525     0.0176419612     -0.0035504966     -0.0000000671     0.0000002533     -0.0000062538
0.0890624525     0.0181608424     -0.0035294819     -0.0000000671     0.0000002533     -0.0000062538
0.0890624525     0.0186797236     -0.0035084672     -0.0000000671     0.0000002527     -0.0000062538
0.0890624525     0.0191986049     -0.0034875044     -0.0000000664     0.0000002383     -0.0000062538
0.0890624525     0.0197174861     -0.0034677350     -0.0000000686     0.0000002833     -0.0000062538
