#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001095      0.087143     0.010773     -0.000043     0.123691     -14438.650982
0.001094      0.089749     0.010959     -0.000042     0.126891     -13174.166959
0.001092      0.092350     0.011148     -0.000041     0.130095     -13258.766681
0.001090      0.094947     0.011338     -0.000040     0.133305     -15264.517885
0.001088      0.097539     0.011531     -0.000040     0.136518     -14433.497801
0.001086      0.100129     0.011726     -0.000039     0.139738     -13435.898028
0.001085      0.102718     0.011923     -0.000038     0.142965     -13477.261511
0.001083      0.105307     0.012122     -0.000037     0.145465     -16523.153690
0.001081      0.107908     0.012323     -0.000037     0.147874     -14538.345507
0.001080      0.110515     0.012526     -0.000036     0.150307     -13628.795851
0.001078      0.113784     0.012724     -0.000035     0.152690     -15328.441373
0.001077      0.116853     0.012927     -0.000035     0.155126     -16076.009922
0.001075      0.119908     0.013132     -0.000034     0.157586     -14872.545842
0.001074      0.122925     0.013339     -0.000033     0.160072     -16152.616052
0.001072      0.125911     0.013549     -0.000033     0.162584     -14918.314146
0.001071      0.128869     0.013760     -0.000032     0.165121     -15267.826129
0.001069      0.131793     0.013974     -0.000031     0.167683     -12744.338650
