#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000747      0.000393     0.000176     0.023925     0.001194     39817.854589
0.001568      0.000713     0.000298     0.023615     0.002018     21626.237782
0.001612      0.000968     0.000383     0.015644     0.002609     11265.542507
0.001642      0.001060     0.000436     0.016016     0.002956     5679.432016
0.001691      0.001073     0.000459     0.017929     0.003109     -692.628846
0.001692      0.001336     0.000519     0.011281     0.003539     65.028382
0.001715      0.001294     0.000540     0.014219     0.003661     -1203.302285
0.001710      0.001477     0.000597     0.011498     0.004057     -2140.513813
0.001677      0.001777     0.000692     0.008444     0.004713     -3915.714596
0.001677      0.001667     0.000732     0.012116     0.004961     -3466.837887
0.001711      0.001497     0.000726     0.016591     0.004960     -3706.407276
0.001670      0.002005     0.000853     0.009367     0.005781     -3964.519761
0.001654      0.002111     0.000927     0.009424     0.006277     -4235.658365
0.001657      0.002035     0.000959     0.011243     0.006527     -4502.018778
0.001665      0.002008     0.000986     0.012266     0.006749     -4763.112703
0.001637      0.002382     0.001099     0.009135     0.007465     -5042.196610
0.001622      0.002535     0.001176     0.008582     0.007987     -5351.279114
0.001623      0.002482     0.001208     0.009535     0.008253     -5633.335361
0.001612      0.002641     0.001280     0.008852     0.008748     -6856.213312
0.001592      0.002900     0.001378     0.007691     0.009387     -6156.435175
0.001577      0.003083     0.001463     0.007151     0.009963     -5863.041949
0.001575      0.003063     0.001504     0.007611     0.010296     -5780.991781
0.001562      0.003237     0.001586     0.007115     0.010852     -5753.485691
0.001530      0.003797     0.001751     0.005349     0.011893     -5739.739386
0.001510      0.004136     0.001875     0.004686     0.012714     -5761.428208
0.001494      0.004373     0.001981     0.004382     0.013438     -5458.900818
0.001476      0.004676     0.002102     0.003988     0.014251     -5902.226056
0.001461      0.004921     0.002216     0.003763     0.015022     -6167.677967
0.001448      0.005092     0.002318     0.003681     0.015723     -6437.523112
0.001437      0.005204     0.002409     0.003690     0.016360     -6696.545836
0.001431      0.005185     0.002471     0.003887     0.016842     -7812.269913
0.001419      0.005387     0.002579     0.003738     0.017584     -6905.132126
0.001396      0.006003     0.002772     0.003095     0.018827     -6905.972441
0.001379      0.006464     0.002933     0.002745     0.019895     -6856.481170
0.001360      0.007109     0.003126     0.002311     0.021177     -6975.728533
0.001344      0.007685     0.003305     0.002012     0.022383     -7150.901014
0.001330      0.008157     0.003466     0.001827     0.023480     -7340.153082
0.001311      0.009124     0.003699     0.001437     0.025114     -7963.118705
0.001296      0.010033     0.003915     0.001163     0.026673     -8043.667983
0.001282      0.010910     0.004120     0.000960     0.028189     -7668.837357
0.001267      0.012120     0.004353     0.000720     0.030028     -7815.636707
0.001255      0.013276     0.004569     0.000551     0.031793     -7807.114397
0.001244      0.014472     0.004780     0.000415     0.033582     -7841.061552
0.001234      0.015646     0.004981     0.000312     0.035338     -7986.579572
0.001224      0.017217     0.005196     0.000197     0.037448     -8413.378716
0.001215      0.018830     0.005401     0.000110     0.039578     -8783.659141
0.001208      0.020424     0.005590     0.000048     0.041657     -8351.956446
0.001201      0.022367     0.005769     -0.000010     0.043990     -8627.283403
0.001196      0.024297     0.005914     -0.000050     0.046197     -8750.988528
0.001192      0.026240     0.006039     -0.000076     0.048366     -8506.373715
0.001188      0.028191     0.006167     -0.000090     0.050588     -8598.848978
0.001185      0.030309     0.006298     -0.000097     0.052988     -8815.527340
0.001181      0.032529     0.006433     -0.000100     0.055518     -9487.856873
0.001177      0.034715     0.006573     -0.000098     0.058062     -8990.263543
0.001174      0.037167     0.006714     -0.000096     0.060863     -9238.892278
0.001171      0.039703     0.006858     -0.000093     0.063769     -9846.734470
0.001167      0.042214     0.007006     -0.000089     0.066682     -9161.645255
0.001164      0.044728     0.007158     -0.000086     0.069621     -9216.150673
0.001161      0.047272     0.007313     -0.000083     0.072609     -9294.965044
0.001159      0.049880     0.007470     -0.000080     0.075673     -10047.422901
0.001156      0.052464     0.007631     -0.000077     0.078735     -9609.767935
0.001153      0.055248     0.007793     -0.000075     0.081994     -9820.862050
0.001150      0.058203     0.007955     -0.000072     0.085428     -10846.333773
0.001148      0.061097     0.008122     -0.000070     0.088822     -9908.095609
0.001145      0.063986     0.008291     -0.000068     0.092227     -9986.828729
0.001143      0.066857     0.008464     -0.000066     0.095628     -10568.023754
0.001141      0.069698     0.008640     -0.000065     0.099014     -10388.790975
0.001138      0.072556     0.008818     -0.000063     0.102429     -11568.595190
0.001136      0.075379     0.008999     -0.000061     0.105823     -11151.720783
0.001134      0.078652     0.009178     -0.000060     0.109648     -10178.522690
0.001132      0.081803     0.009362     -0.000058     0.112338     -10016.885626
0.001130      0.084944     0.009548     -0.000057     0.114570     -9970.180574
0.001128      0.088059     0.009736     -0.000055     0.116836     -10115.368009
0.001126      0.091143     0.009928     -0.000054     0.119134     -10469.148253
0.001124      0.094052     0.010123     -0.000053     0.121481     -10382.866826
0.001122      0.097000     0.010321     -0.000052     0.123851     -10656.164954
0.001120      0.099939     0.010521     -0.000051     0.126251     -12286.535211
0.001118      0.102879     0.010723     -0.000049     0.128679     -12089.076277
0.001116      0.105817     0.010928     -0.000048     0.131135     -11177.892509
0.001115      0.108760     0.011135     -0.000047     0.133616     -11445.741517
0.001113      0.111770     0.011343     -0.000046     0.136118     -12078.115457
0.001111      0.115120     0.011551     -0.000045     0.138610     -12293.646167
0.001109      0.118356     0.011762     -0.000044     0.141144     -11376.961166
