#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000654      0.000186     0.000083     0.020006     0.000564     -243898.094841
0.001556      0.000334     0.000140     0.022956     0.000952     -39266.146014
0.001567      0.000586     0.000214     0.008857     0.001472     -42417.027479
0.001564      0.000655     0.000261     0.010239     0.001772     -38078.652860
0.001544      0.000800     0.000319     0.008313     0.002168     -37755.987125
0.001521      0.000881     0.000382     0.009126     0.002587     -38657.015797
0.001493      0.001019     0.000454     0.008232     0.003080     -40715.224502
0.001485      0.001060     0.000506     0.008917     0.003446     -45475.479922
0.001449      0.001305     0.000598     0.006571     0.004056     -60329.170933
0.001436      0.001352     0.000654     0.006931     0.004466     -38405.178076
0.001442      0.001314     0.000680     0.007940     0.004707     -34906.866447
0.001424      0.001485     0.000752     0.006724     0.005179     -31832.653621
0.001405      0.001643     0.000825     0.005919     0.005671     -29808.898400
0.001401      0.001664     0.000865     0.006137     0.005997     -28442.984273
0.001399      0.001696     0.000903     0.006212     0.006310     -27346.769122
0.001388      0.001808     0.000962     0.005776     0.006719     -26644.474373
0.001374      0.001953     0.001031     0.005241     0.007185     -26070.935037
0.001357      0.002114     0.001108     0.004734     0.007705     -25801.865967
0.001347      0.002200     0.001167     0.004589     0.008140     -25636.483314
0.001341      0.002248     0.001214     0.004578     0.008525     -25918.869333
0.001338      0.002264     0.001250     0.004667     0.008856     -26032.901168
0.001343      0.002207     0.001260     0.004998     0.009062     -31307.462770
0.001341      0.002234     0.001292     0.005009     0.009358     -25789.591236
0.001329      0.002379     0.001364     0.004612     0.009824     -23808.145301
0.001331      0.002366     0.001383     0.004745     0.010067     -22595.334925
0.001315      0.002574     0.001475     0.004214     0.010629     -20657.504797
0.001303      0.002720     0.001549     0.003924     0.011124     -21061.392221
0.001294      0.002832     0.001613     0.003744     0.011583     -20974.075442
0.001287      0.002915     0.001668     0.003638     0.012009     -20786.997948
0.001282      0.002978     0.001717     0.003576     0.012410     -20691.501220
0.001278      0.003020     0.001759     0.003555     0.012781     -20579.738418
0.001275      0.003043     0.001794     0.003566     0.013125     -20581.479966
0.001274      0.003047     0.001821     0.003610     0.013435     -20587.610632
0.001278      0.002994     0.001826     0.003760     0.013651     -20730.069704
0.001274      0.003045     0.001867     0.003706     0.014015     -20914.875992
0.001275      0.003043     0.001888     0.003753     0.014293     -21375.734394
0.001268      0.003139     0.001945     0.003617     0.014721     -21779.368362
0.001256      0.003320     0.002036     0.003352     0.015289     -25779.963116
0.001248      0.003439     0.002104     0.003209     0.015773     -21462.930712
0.001242      0.003538     0.002165     0.003132     0.016233     -20870.948404
0.001237      0.003618     0.002219     0.003100     0.016663     -20246.967381
0.001232      0.003682     0.002267     0.003089     0.017066     -19909.151144
0.001229      0.003731     0.002308     0.003096     0.017442     -19669.969267
0.001228      0.003750     0.002339     0.003141     0.017785     -19494.505049
0.001225      0.003802     0.002382     0.003143     0.018180     -19422.175380
0.001223      0.003833     0.002416     0.003169     0.018532     -19367.658345
0.001226      0.003789     0.002418     0.003282     0.018742     -19418.940231
0.001219      0.003915     0.002490     0.003190     0.019249     -19505.788211
0.001208      0.004099     0.002587     0.003041     0.019863     -19673.847934
0.001201      0.004234     0.002664     0.002954     0.020395     -20002.062582
0.001195      0.004357     0.002735     0.002885     0.020905     -20402.489629
0.001190      0.004464     0.002800     0.002834     0.021389     -21916.142605
0.001185      0.004560     0.002861     0.002794     0.021854     -22799.132948
0.001181      0.004649     0.002918     0.002762     0.022307     -20669.648644
0.001177      0.004728     0.002972     0.002739     0.022741     -20435.589568
0.001173      0.004801     0.003023     0.002722     0.023162     -20545.196990
0.001171      0.004864     0.003070     0.002712     0.023565     -19928.058252
0.001168      0.004918     0.003112     0.002709     0.023950     -19834.554648
0.001166      0.004961     0.003150     0.002714     0.024313     -19834.831738
0.001165      0.004985     0.003180     0.002733     0.024636     -19962.247169
0.001165      0.005000     0.003205     0.002758     0.024939     -20251.231654
0.001169      0.004907     0.003183     0.002866     0.025033     -20651.893382
0.001158      0.005178     0.003318     0.002693     0.025801     -22346.918735
0.001151      0.005345     0.003407     0.002608     0.026382     -22723.053600
0.001145      0.005505     0.003494     0.002534     0.026952     -21596.999532
0.001139      0.005647     0.003573     0.002475     0.027491     -22034.116892
0.001134      0.005781     0.003649     0.002424     0.028019     -20539.783883
0.001130      0.005905     0.003721     0.002380     0.028530     -20236.992481
0.001125      0.006025     0.003791     0.002341     0.029035     -20072.009981
0.001121      0.006137     0.003858     0.002308     0.029528     -20037.005695
0.001118      0.006248     0.003925     0.002277     0.030017     -20169.808100
0.001114      0.006352     0.003989     0.002250     0.030497     -20417.158443
0.001111      0.006456     0.004053     0.002224     0.030975     -20897.371589
0.001107      0.006559     0.004116     0.002199     0.031455     -21744.775915
0.001106      0.006571     0.004142     0.002218     0.031768     -24089.803122
0.001106      0.006594     0.004172     0.002231     0.032097     -22182.923849
0.001105      0.006597     0.004193     0.002254     0.032387     -23932.860242
0.001107      0.006556     0.004195     0.002296     0.032593     -23551.951542
0.001097      0.006856     0.004342     0.002179     0.033427     -21953.096730
0.001091      0.007056     0.004445     0.002113     0.034080     -21802.922010
0.001086      0.007252     0.004548     0.002053     0.034730     -21920.663234
0.001081      0.007434     0.004644     0.002002     0.035355     -22313.923428
0.001076      0.007610     0.004738     0.001955     0.035971     -23859.615571
0.001071      0.007778     0.004828     0.001914     0.036574     -24998.540647
0.001067      0.007942     0.004917     0.001876     0.037171     -25791.574586
0.001063      0.008098     0.005002     0.001842     0.037757     -25256.520643
0.001059      0.008251     0.005087     0.001811     0.038337     -24515.963412
0.001055      0.008395     0.005168     0.001784     0.038903     -26372.953092
0.001052      0.008528     0.005244     0.001761     0.039451     -28609.950966
0.001048      0.008663     0.005321     0.001738     0.040003     -26472.658792
0.001048      0.008660     0.005345     0.001756     0.040313     -26589.528895
0.001035      0.009269     0.005607     0.001603     0.041699     -30933.445033
0.001024      0.009856     0.005854     0.001475     0.043029     -30280.259225
0.001013      0.010440     0.006095     0.001362     0.044342     -32761.961485
0.001003      0.011039     0.006335     0.001258     0.045665     -33988.131288
0.000994      0.011668     0.006579     0.001161     0.047020     -36288.963240
0.000984      0.012332     0.006828     0.001069     0.048413     -36198.446793
0.000974      0.013128     0.007112     0.000970     0.049986     -37460.353044
