# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
24	0.589286	0.02942843157
24	0.625	0.02300952506
24	0.660714	0.01988158075
24	0.696429	0.01247805802
24	0.732143	0.007946981561
24	0.767857	0.003277041295
24	0.803571	0
24	0.839286	0
24	0.875	0
24	0.910714	0
24	0.946429	0

26	0.267857	0.01264323407
26	0.303571	0.02080059551
26	0.339286	0.02706178169
26	0.375	0.03215667827
26	0.410714	0.03567531585
26	0.446429	0.03793896811
26	0.482143	0.03885480603
26	0.517857	0.0364680382
26	0.553571	0.03385173835
26	0.589286	0.02942843157
26	0.625	0.02300952506
26	0.660714	0.01988158075
26	0.696429	0.01247805802
26	0.732143	0.007946981561
26	0.767857	0.003277041295
26	0.803571	0
26	0.839286	0
26	0.875	0
26	0.910714	0
26	0.946429	0

28	0.267857	0.01264323407
28	0.303571	0.02080059551
28	0.339286	0.02706178169
28	0.375	0.03215667827
28	0.410714	0.03567531585
28	0.446429	0.03793896811
28	0.482143	0.03885480603
28	0.517857	0.0364680382
28	0.553571	0.03385173835
28	0.589286	0.02942843157
28	0.625	0.02300952506
28	0.660714	0.01988158075
28	0.696429	0.01247805802
28	0.732143	0.007946981561
28	0.767857	0.003277041295
28	0.803571	0
28	0.839286	0
28	0.875	0
28	0.910714	0
28	0.946429	0

30	0.267857	0.01264323407
30	0.303571	0.02080059551
30	0.339286	0.02706178169
30	0.375	0.03215667827
30	0.410714	0.03567531585
30	0.446429	0.03793896811
30	0.482143	0.03885480603
30	0.517857	0.0364680382
30	0.553571	0.03385173835
30	0.589286	0.02942843157
30	0.625	0.02300952506
30	0.660714	0.01988158075
30	0.696429	0.01247805802
30	0.732143	0.007946981561
30	0.767857	0.003277041295
30	0.803571	0
30	0.839286	0
30	0.875	0
30	0.910714	0
30	0.946429	0

32	0.267857	0.01264323407
32	0.303571	0.02080059551
32	0.339286	0.02706178169
32	0.375	0.03215667827
32	0.410714	0.03567531585
32	0.446429	0.03793896811
32	0.482143	0.03885480603
32	0.517857	0.0364680382
32	0.553571	0.03385173835
32	0.589286	0.02942843157
32	0.625	0.02300952506
32	0.660714	0.01988158075
32	0.696429	0.01247805802
32	0.732143	0.007946981561
32	0.767857	0.003277041295
32	0.803571	0
32	0.839286	0
32	0.875	0
32	0.910714	0
32	0.946429	0

34	0.267857	0.01264323407
34	0.303571	0.02080059551
34	0.339286	0.02706178169
34	0.375	0.03215667827
34	0.410714	0.03567531585
34	0.446429	0.03793896811
34	0.482143	0.03885480603
34	0.517857	0.0364680382
34	0.553571	0.03385173835
34	0.589286	0.02942843157
34	0.625	0.02300952506
34	0.660714	0.01988158075
34	0.696429	0.01247805802
34	0.732143	0.007946981561
34	0.767857	0.003277041295
34	0.803571	0
34	0.839286	0
34	0.875	0
34	0.910714	0
34	0.946429	0

36	0.267857	0.01264323407
36	0.303571	0.02080059551
36	0.339286	0.02706178169
36	0.375	0.03215667827
36	0.410714	0.03567531585
36	0.446429	0.03793896811
36	0.482143	0.03885480603
36	0.517857	0.0364680382
36	0.553571	0.03385173835
36	0.589286	0.02942843157
36	0.625	0.02300952506
36	0.660714	0.01988158075
36	0.696429	0.01247805802
36	0.732143	0.007946981561
36	0.767857	0.003277041295
36	0.803571	0
