#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001161      0.006289     0.003915     0.002451     0.029719     -17227.337893
0.001159      0.006341     0.003959     0.002454     0.030127     -17793.289522
0.001158      0.006372     0.003995     0.002467     0.030499     -18446.882060
0.001157      0.006397     0.004027     0.002484     0.030854     -17516.628144
0.001160      0.006278     0.003999     0.002581     0.030940     -17617.742539
0.001147      0.006676     0.004186     0.002393     0.031969     -17755.265298
0.001138      0.006951     0.004321     0.002284     0.032778     -19562.620283
0.001130      0.007222     0.004454     0.002186     0.033578     -18315.076681
0.001123      0.007479     0.004580     0.002101     0.034356     -17773.812217
0.001115      0.007734     0.004705     0.002023     0.035131     -17703.717820
0.001108      0.008008     0.004837     0.001944     0.035940     -17788.046433
0.001106      0.008064     0.004886     0.001947     0.036375     -18112.324453
0.001103      0.008171     0.004954     0.001932     0.036898     -18550.233966
0.001100      0.008274     0.005021     0.001919     0.037415     -20671.122833
0.001097      0.008378     0.005087     0.001905     0.037932     -20550.972771
0.001094      0.008479     0.005153     0.001893     0.038446     -19313.133096
0.001091      0.008574     0.005217     0.001883     0.038950     -20163.293550
0.001088      0.008663     0.005278     0.001875     0.039443     -20098.680485
0.001086      0.008737     0.005333     0.001871     0.039911     -19396.697175
0.001084      0.008804     0.005386     0.001871     0.040365     -19682.588124
0.001084      0.008785     0.005404     0.001896     0.040668     -20156.100770
0.001078      0.009051     0.005535     0.001833     0.041472     -22903.584587
0.001069      0.009485     0.005729     0.001727     0.042567     -22549.101293
0.001061      0.009855     0.005898     0.001647     0.043550     -22723.551278
0.001054      0.010218     0.006062     0.001574     0.044517     -21927.184237
0.001047      0.010570     0.006220     0.001510     0.045464     -25231.664147
0.001040      0.010933     0.006382     0.001447     0.046427     -24072.929592
0.001036      0.011177     0.006501     0.001413     0.047195     -23772.607788
0.001021      0.012191     0.006880     0.001239     0.049195     -26293.932192
0.001009      0.013054     0.007195     0.001116     0.050913     -28106.008430
0.000998      0.013994     0.007521     0.000998     0.052710     -28473.308832
0.000989      0.014781     0.007791     0.000912     0.054278     -31210.921242
0.000984      0.015265     0.007971     0.000872     0.055351     -31978.803720
0.000978      0.015875     0.008183     0.000820     0.056620     -32538.248303
0.000971      0.016550     0.008408     0.000766     0.057970     -34902.024492
