#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001083      0.004368     0.002818     0.005100     0.022060     -4724.455723
0.001083      0.187460     0.018703     0.000000     0.224441     2170.803125
0.001080      0.184243     0.019388     0.000000     0.232661     3003.145837
0.001076      0.181951     0.020216     0.000000     0.242591     3126.374940
0.001072      0.179293     0.021131     0.000000     0.250707     3043.068082
0.001067      0.176321     0.022142     0.000000     0.251534     2906.698891
0.001061      0.172989     0.023262     0.000000     0.252478     2739.402878
0.001055      0.169261     0.024506     0.000000     0.253588     2603.702627
0.001049      0.165098     0.025893     0.000000     0.254941     2442.065994
0.001041      0.160464     0.027445     0.000000     0.256651     2290.475336
0.001033      0.155326     0.029193     0.000000     0.258899     2192.256808
0.001023      0.149656     0.031181     0.000000     0.261986     2041.044377
0.001012      0.143450     0.033483     0.000000     0.266452     1913.848444
0.000999      0.136752     0.036243     0.000000     0.273394     1830.570040
0.000983      0.129690     0.039661     0.000000     0.284672     1789.853814
0.000969      0.121960     0.042502     0.000000     0.294943     1711.369664
0.000959      0.113852     0.044678     0.000000     0.304218     1632.361355
0.000952      0.105672     0.046238     0.000000     0.313188     1497.839443
0.000947      0.097676     0.047199     0.000000     0.322261     1471.317632
0.000945      0.090091     0.047625     0.000000     0.331975     1398.602490
0.000945      0.083090     0.047612     0.000000     0.342960     1202.184582
0.000947      0.076782     0.047269     0.000000     0.355898     1260.335833
0.000950      0.071201     0.046705     0.000000     0.371476     1240.777741
0.000954      0.066312     0.045998     0.000000     0.390351     1204.421112
0.000959      0.061984     0.045173     0.000000     0.413058     1161.098455
0.000966      0.057973     0.044160     0.000000     0.439902     1082.871688
0.000992      0.050350     0.040422     0.000000     0.460742     1052.081941
0.000000      0.000000     0.000000     0.000000     0.000000     1031.931859
0.000000      0.000000     0.000000     0.000000     0.000000     994.364817
0.000000      0.000000     0.000000     0.000000     0.000000     851.524817
0.000000      0.000000     0.000000     0.000000     0.000000     936.745744
0.000000      0.000000     0.000000     0.000000     0.000000     919.686580
0.000000      0.000000     0.000000     0.000000     0.000000     903.354781
0.000000      0.000000     0.000000     0.000000     0.000000     878.558954
0.000000      0.000000     0.000000     0.000000     0.000000     840.059351
0.000000      0.000000     0.000000     0.000000     0.000000     790.356231
0.000000      0.000000     0.000000     0.000000     0.000000     810.052393
0.000000      0.000000     0.000000     0.000000     0.000000     789.966536
0.000000      0.000000     0.000000     0.000000     0.000000     749.175084
0.000000      0.000000     0.000000     0.000000     0.000000     710.086800
0.000000      0.000000     0.000000     0.000000     0.000000     751.009338
0.000000      0.000000     0.000000     0.000000     0.000000     745.142207
0.000000      0.000000     0.000000     0.000000     0.000000     737.932170
0.000000      0.000000     0.000000     0.000000     0.000000     726.717236
0.000000      0.000000     0.000000     0.000000     0.000000     712.416149
0.000000      0.000000     0.000000     0.000000     0.000000     676.470368
0.000000      0.000000     0.000000     0.000000     0.000000     664.600411
0.000000      0.000000     0.000000     0.000000     0.000000     683.477661
0.000000      0.000000     0.000000     0.000000     0.000000     677.909388
0.000000      0.000000     0.000000     0.000000     0.000000     671.663756
0.000000      0.000000     0.000000     0.000000     0.000000     642.392822
