#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000293      0.000183     0.000082     0.008153     0.000557     -646829.497669
0.001379      0.000269     0.000117     0.024621     0.000793     -182344.747949
0.001400      0.000564     0.000199     0.006516     0.001378     -143362.877535
0.001393      0.000593     0.000253     0.010813     0.001717     -93824.757482
0.001402      0.000687     0.000303     0.010088     0.002055     -78432.548714
0.001384      0.000845     0.000371     0.008005     0.002516     -69698.948677
0.001380      0.000896     0.000421     0.008583     0.002864     -64359.082832
0.001362      0.001049     0.000488     0.007111     0.003317     -70558.904505
0.001346      0.001162     0.000551     0.006572     0.003755     -57435.158779
0.001344      0.001189     0.000593     0.006950     0.004071     -52110.989672
0.001345      0.001232     0.000631     0.006994     0.004358     -48913.353839
0.001327      0.001410     0.000703     0.005783     0.004826     -46990.802975
0.001330      0.001403     0.000731     0.006222     0.005074     -46349.142770
0.001325      0.001478     0.000776     0.005953     0.005398     -46930.266091
0.001321      0.001550     0.000820     0.005719     0.005721     -54780.070786
0.001301      0.001748     0.000900     0.004810     0.006229     -41564.638375
0.001292      0.001830     0.000954     0.004640     0.006620     -38816.107153
0.001287      0.001875     0.000997     0.004637     0.006966     -36215.164514
0.001289      0.001859     0.001021     0.004884     0.007217     -34362.895721
0.001289      0.001879     0.001052     0.004945     0.007490     -32876.793697
0.001281      0.001976     0.001105     0.004670     0.007864     -31663.146564
0.001285      0.001958     0.001121     0.004858     0.008074     -30642.777496
0.001281      0.002027     0.001164     0.004693     0.008391     -29794.480826
0.001266      0.002210     0.001244     0.004157     0.008887     -28936.476173
0.001258      0.002310     0.001301     0.003954     0.009289     -28323.529000
0.001252      0.002384     0.001349     0.003837     0.009663     -26415.578182
0.001248      0.002432     0.001390     0.003793     0.010003     -27641.705831
0.001246      0.002456     0.001423     0.003805     0.010309     -28055.391094
0.001246      0.002454     0.001445     0.003878     0.010568     -28510.414917
0.001251      0.002407     0.001449     0.004062     0.010744     -29174.320754
0.001240      0.002562     0.001524     0.003736     0.011216     -30482.445537
0.001235      0.002630     0.001570     0.003639     0.011572     -34855.635228
0.001232      0.002679     0.001609     0.003584     0.011904     -28903.496067
0.001234      0.002668     0.001625     0.003656     0.012142     -27925.888288
0.001227      0.002766     0.001681     0.003500     0.012543     -27009.251372
0.001221      0.002856     0.001735     0.003371     0.012941     -26345.102666
0.001217      0.002916     0.001778     0.003304     0.013300     -25909.659411
0.001215      0.002955     0.001814     0.003275     0.013629     -25523.780821
0.001213      0.002974     0.001842     0.003278     0.013928     -25305.410705
0.001217      0.002933     0.001845     0.003383     0.014130     -25122.304414
0.001213      0.003005     0.001892     0.003293     0.014502     -25009.947974
0.001203      0.003147     0.001968     0.003134     0.014989     -25057.250903
0.001198      0.003237     0.002022     0.003073     0.015399     -25163.635235
0.001194      0.003297     0.002065     0.003056     0.015761     -25465.085923
0.001188      0.003396     0.002123     0.002987     0.016181     -25911.225607
0.001184      0.003477     0.002176     0.002946     0.016589     -27125.390344
0.001180      0.003543     0.002223     0.002926     0.016985     -29863.685209
0.001176      0.003600     0.002266     0.002918     0.017363     -25931.247707
0.001174      0.003646     0.002305     0.002922     0.017717     -25317.818503
0.001172      0.003680     0.002338     0.002936     0.018048     -24787.583323
0.001172      0.003702     0.002365     0.002963     0.018350     -24461.241067
0.001172      0.003712     0.002387     0.003002     0.018625     -24269.811108
0.001177      0.003641     0.002372     0.003132     0.018738     -24244.092745
0.001168      0.003804     0.002459     0.002994     0.019276     -24289.718771
0.001161      0.003946     0.002536     0.002888     0.019784     -24581.783168
0.001155      0.004062     0.002603     0.002817     0.020245     -25317.993200
0.001150      0.004165     0.002664     0.002760     0.020687     -24907.345488
0.001146      0.004256     0.002720     0.002718     0.021108     -25224.906851
0.001142      0.004340     0.002773     0.002683     0.021516     -27080.514431
0.001139      0.004414     0.002822     0.002658     0.021907     -27458.460213
0.001136      0.004482     0.002868     0.002638     0.022285     -25214.361086
0.001133      0.004545     0.002912     0.002623     0.022654     -24856.984252
0.001131      0.004599     0.002952     0.002614     0.023006     -24696.812853
0.001129      0.004647     0.002990     0.002610     0.023345     -24795.632566
0.001128      0.004685     0.003023     0.002614     0.023661     -25501.945132
0.001127      0.004710     0.003050     0.002627     0.023952     -26624.542454
0.001127      0.004726     0.003072     0.002646     0.024221     -24962.490062
0.001131      0.004651     0.003053     0.002735     0.024308     -25024.216118
0.001122      0.004863     0.003162     0.002603     0.024940     -25115.279123
0.001115      0.005035     0.003253     0.002510     0.025502     -27833.385029
0.001109      0.005189     0.003336     0.002436     0.026034     -25417.975894
0.001104      0.005332     0.003415     0.002372     0.026550     -24729.897918
0.001099      0.005469     0.003490     0.002316     0.027056     -24501.292486
0.001094      0.005609     0.003568     0.002261     0.027572     -24540.968971
0.001092      0.005665     0.003609     0.002255     0.027934     -24880.020798
0.001089      0.005739     0.003659     0.002239     0.028330     -25398.623023
0.001087      0.005808     0.003706     0.002226     0.028716     -28119.865030
0.001085      0.005877     0.003753     0.002213     0.029101     -28124.418867
0.001083      0.005942     0.003798     0.002203     0.029479     -26217.021636
0.001081      0.006002     0.003841     0.002195     0.029847     -27649.245469
0.001079      0.006055     0.003882     0.002190     0.030203     -27086.103477
0.001078      0.006101     0.003918     0.002189     0.030543     -25831.229046
0.001077      0.006133     0.003949     0.002195     0.030856     -25989.289782
0.001076      0.006159     0.003977     0.002203     0.031156     -26424.886887
0.001079      0.006086     0.003961     0.002260     0.031263     -29679.319388
0.001070      0.006347     0.004092     0.002153     0.032005     -29462.456603
0.001064      0.006554     0.004198     0.002079     0.032648     -29877.086857
0.001058      0.006745     0.004298     0.002017     0.033263     -27955.522649
0.001053      0.006919     0.004390     0.001964     0.033850     -31310.988418
