#SuctionSide: Uedge      dStar     theta     tau     delta     dp/dx
0.001062      0.007143     0.004529     0.001986     0.034902     -25933.317011
0.001061      0.007163     0.004556     0.001997     0.035215     -26016.877398
0.001059      0.007231     0.004604     0.001989     0.035615     -29518.141593
0.001051      0.007545     0.004756     0.001891     0.036473     -29338.440272
0.001045      0.007777     0.004872     0.001828     0.037180     -26836.972852
0.001039      0.007987     0.004979     0.001776     0.037851     -29710.938868
0.001029      0.008435     0.005181     0.001656     0.038947     -32857.389005
0.001020      0.008827     0.005358     0.001563     0.039940     -31081.078649
0.001012      0.009229     0.005536     0.001476     0.040946     -35223.727919
0.001004      0.009645     0.005718     0.001394     0.041973     -34339.876378
0.000996      0.010072     0.005900     0.001316     0.043014     -34204.762729
0.000987      0.010586     0.006111     0.001229     0.044191     -38761.413598
