#PressureSide: Uedge      dStar     theta     tau     delta     dp/dx
0.000917      0.006065     0.003933     0.001705     0.030938     26047.366145
0.000917      0.024704     0.011219     0.000000     0.077727     7837.658234
0.000921      0.020401     0.011013     0.000000     0.077312     10918.102113
0.000931      0.018526     0.010560     0.000000     0.075866     8406.708028
0.000940      0.017102     0.010193     0.000000     0.075082     5196.240951
0.000947      0.016016     0.009910     0.000000     0.074895     5272.946557
0.000954      0.015145     0.009683     0.000000     0.075167     3520.696249
0.000959      0.014423     0.009497     0.000000     0.075834     3068.619591
0.000963      0.013810     0.009343     0.000000     0.076860     3099.353291
0.000967      0.013279     0.009214     0.000000     0.078232     2589.877022
0.000971      0.012813     0.009105     0.000000     0.079946     2740.600082
0.000974      0.012398     0.009011     0.000000     0.082011     2304.749614
0.000976      0.012026     0.008929     0.000000     0.084443     1229.661995
0.000979      0.011690     0.008858     0.000000     0.087265     454.160955
0.000981      0.011384     0.008796     0.000000     0.090507     1279.900857
0.000983      0.011106     0.008741     0.000000     0.094207     518.831622
0.000984      0.010851     0.008692     0.000000     0.098409     897.616512
0.000986      0.010618     0.008648     0.000000     0.103165     1097.782288
0.000987      0.010405     0.008609     0.000000     0.103311     1006.641486
0.000988      0.010209     0.008574     0.000000     0.102893     871.121091
0.000990      0.010030     0.008543     0.000000     0.102517     128.392441
0.000991      0.009866     0.008515     0.000000     0.102181     301.830377
0.000991      0.009717     0.008490     0.000000     0.101880     532.123447
0.000992      0.009582     0.008467     0.000000     0.101610     -2.180204
0.000993      0.009459     0.008448     0.000000     0.101371     239.901255
0.000994      0.009348     0.008430     0.000000     0.101162     624.691622
0.000995      0.009228     0.008398     0.000000     0.100776     703.302309
0.000000      0.000000     0.000000     0.000000     0.000000     729.006901
0.000000      0.000000     0.000000     0.000000     0.000000     700.325162
0.000000      0.000000     0.000000     0.000000     0.000000     425.972320
0.000000      0.000000     0.000000     0.000000     0.000000     572.130153
0.000000      0.000000     0.000000     0.000000     0.000000     580.274503
0.000000      0.000000     0.000000     0.000000     0.000000     217.254959
0.000000      0.000000     0.000000     0.000000     0.000000     216.200512
0.000000      0.000000     0.000000     0.000000     0.000000     713.410491
0.000000      0.000000     0.000000     0.000000     0.000000     834.137107
0.000000      0.000000     0.000000     0.000000     0.000000     921.532310
0.000000      0.000000     0.000000     0.000000     0.000000     983.808828
0.000000      0.000000     0.000000     0.000000     0.000000     1018.826533
0.000000      0.000000     0.000000     0.000000     0.000000     1035.849287
0.000000      0.000000     0.000000     0.000000     0.000000     1019.399302
0.000000      0.000000     0.000000     0.000000     0.000000     974.245508
0.000000      0.000000     0.000000     0.000000     0.000000     826.210207
0.000000      0.000000     0.000000     0.000000     0.000000     409.911038
0.000000      0.000000     0.000000     0.000000     0.000000     1049.478970
0.000000      0.000000     0.000000     0.000000     0.000000     1176.664936
0.000000      0.000000     0.000000     0.000000     0.000000     1302.863698
0.000000      0.000000     0.000000     0.000000     0.000000     1397.204149
0.000000      0.000000     0.000000     0.000000     0.000000     1482.774322
0.000000      0.000000     0.000000     0.000000     0.000000     1557.432848
0.000000      0.000000     0.000000     0.000000     0.000000     1746.020802
0.000000      0.000000     0.000000     0.000000     0.000000     1692.311628
0.000000      0.000000     0.000000     0.000000     0.000000     1547.410860
0.000000      0.000000     0.000000     0.000000     0.000000     1493.421831
0.000000      0.000000     0.000000     0.000000     0.000000     1040.560755
0.000000      0.000000     0.000000     0.000000     0.000000     1297.067323
0.000000      0.000000     0.000000     0.000000     0.000000     1623.957198
0.000000      0.000000     0.000000     0.000000     0.000000     1753.980030
0.000000      0.000000     0.000000     0.000000     0.000000     1867.389863
0.000000      0.000000     0.000000     0.000000     0.000000     1962.408807
0.000000      0.000000     0.000000     0.000000     0.000000     2048.626716
0.000000      0.000000     0.000000     0.000000     0.000000     2129.437262
0.000000      0.000000     0.000000     0.000000     0.000000     2207.275726
0.000000      0.000000     0.000000     0.000000     0.000000     2284.364925
0.000000      0.000000     0.000000     0.000000     0.000000     2359.386014
0.000000      0.000000     0.000000     0.000000     0.000000     2446.392286
0.000000      0.000000     0.000000     0.000000     0.000000     2529.851254
0.000000      0.000000     0.000000     0.000000     0.000000     2625.983397
0.000000      0.000000     0.000000     0.000000     0.000000     2743.678053
0.000000      0.000000     0.000000     0.000000     0.000000     2892.935244
0.000000      0.000000     0.000000     0.000000     0.000000     3361.801625
0.000000      0.000000     0.000000     0.000000     0.000000     2916.228209
0.000000      0.000000     0.000000     0.000000     0.000000     2895.501283
0.000000      0.000000     0.000000     0.000000     0.000000     2868.355302
0.000000      0.000000     0.000000     0.000000     0.000000     2871.101888
0.000000      0.000000     0.000000     0.000000     0.000000     2877.961067
0.000000      0.000000     0.000000     0.000000     0.000000     2904.643603
0.000000      0.000000     0.000000     0.000000     0.000000     2936.849396
0.000000      0.000000     0.000000     0.000000     0.000000     3008.498556
0.000000      0.000000     0.000000     0.000000     0.000000     3045.428830
0.000000      0.000000     0.000000     0.000000     0.000000     3032.619081
0.000000      0.000000     0.000000     0.000000     0.000000     3063.530693
0.000000      0.000000     0.000000     0.000000     0.000000     3101.089404
0.000000      0.000000     0.000000     0.000000     0.000000     3150.198048
0.000000      0.000000     0.000000     0.000000     0.000000     3199.768100
0.000000      0.000000     0.000000     0.000000     0.000000     3265.730969
0.000000      0.000000     0.000000     0.000000     0.000000     3338.639834
0.000000      0.000000     0.000000     0.000000     0.000000     3425.021243
0.000000      0.000000     0.000000     0.000000     0.000000     3517.162098
0.000000      0.000000     0.000000     0.000000     0.000000     3632.932499
0.000000      0.000000     0.000000     0.000000     0.000000     3767.734281
0.000000      0.000000     0.000000     0.000000     0.000000     3928.977323
0.000000      0.000000     0.000000     0.000000     0.000000     4140.045144
0.000000      0.000000     0.000000     0.000000     0.000000     4353.786936
